Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mIFOR,avg mICRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
8380,-85,LOC115948293,mRNA,NW_005054371.1:2517701-2518329,-,-,13,7,3.321928095,-0.851,0.851,0.081439695,0.21168326,no,1,0,0
11289,23,PEX12,mRNA,NW_005054387.1:1147922-1151475,+,-,17,20,4.209453366,0.227,0.227,0.554228023,0.714875552,no,2,0,0
3142,10,EMG1,mRNA,NW_005054320.1:8232591-8235973,+,-,141,151,7.189824559,0.1,0.1,0.790096729,0.878812426,no,2,0,0
10165,-2,MRS2,mRNA,NW_005054325.1:2203525-2215674,-,-,967,951,9.905387005,-0.024,0.024,0.934402628,0.964446179,no,2,0,0
14717,-22,TNRC6A,mRNA,NW_005054399.1:2250941-2283780,+,-,921,794,9.743992861,-0.216,0.216,0.434460403,0.61927242,no,2,0,0
434,-38,AMPD1,mRNA,NW_005054472.1:898791-906553,-,-,7,5,2.584962501,-0.376,0.376,0.601588391,0.752537003,no,0,0,0
8431,-74,LOC115948357,guide_RNA,NW_005054381.1:44873-45005,+,-,19,11,3.906890596,-0.735,0.735,0.122875795,0.277824255,no,2,0,0
10904,-25,OCRL,mRNA,NW_005054504.1:655445-676513,-,-,2381,2008,11.09967655,-0.246,0.246,0.307971292,0.500541943,no,2,0,0
10977,12,OSGEPL1,mRNA,NW_005054298.1:28892143-28896903,+,-,327,355,8.413627929,0.12,0.12,0.709304474,0.831063679,no,2,0,0
13036,-74,SERTAD2,mRNA,NW_005054396.1:762329-780502,-,-,51,30,5.339850003,-0.743,0.743,0.082182083,0.212737836,no,2,0,0
14354,-79,TGFBR3,mRNA,NW_005054336.1:2667091-2763772,-,-,8,5,2.700439718,-0.789,0.789,0.312786065,0.505286997,no,0,0,0
142,-29,ACSL5,mRNA,NW_005054300.1:1318439-1338770,-,-,24,20,4.459431619,-0.288,0.288,0.604621286,0.754660896,no,2,0,0
2954,46,E2F1,mRNA,NW_005054561.1:260169-264212,-,-,1145,1579,10.41151099,0.464,0.464,0.117601039,0.27048239,no,2,0,0
3266,-30,ERP29,mRNA,NW_005054362.1:3568259-3571712,-,-,330,269,8.226412193,-0.298,0.298,0.325852943,0.517896537,no,2,0,0
5733,-58,LOC102033037,mRNA,NW_005054307.1:5858560-5869869,+,-,3596,2407,11.55146795,-0.579,0.579,0.029988819,0.108184743,no,2,0,0
6198,-48,LOC102036178,mRNA,NW_005054308.1:11147831-11150732,+,-,17,12,3.857980995,-0.482,0.482,0.492766878,0.667436726,no,2,0,0
10927,0,OLFM1,mRNA,NW_005054329.1:2851782-2885843,-,-,0,0,-3.321928095,0,0,0.938957193,NA,no,0,0,0
318,-68,AHI1,mRNA,NW_005054392.1:1350110-1434849,+,-,22,14,4.169925001,-0.677,0.677,0.186778402,0.363269317,no,2,0,0
669,-85,ARHGEF3,mRNA,NW_005054339.1:4794403-4890298,-,-,346,192,8.071462363,-0.847,0.847,0.013156044,0.062456095,no,2,0,0
2187,-1,CRELD2,mRNA,NW_005054490.1:1052580-1068136,+,-,132,132,7.044394119,-0.013,0.013,0.971866867,0.984079751,no,2,0,0
5134,-43,KDM8,mRNA,NW_005054399.1:2706971-2714821,+,-,13,9,3.459431619,-0.432,0.432,0.374830619,0.565709166,no,1,0,0
9583,15,LYSMD4,mRNA,NW_005054366.1:597978-604985,-,-,1340,1488,10.4655664,0.152,0.152,0.643637076,0.782607146,no,2,0,0
606,-65,ARAP1,mRNA,NW_005054571.1:255176-290794,-,-,297,189,7.924812504,-0.651,0.651,0.083976221,0.215938854,no,2,0,0
1690,85,CEP19,mRNA,NW_005054380.1:1825630-1829038,+,-,550,990,9.588714636,0.846,0.846,0.051096426,0.154579562,no,2,0,0
2833,-34,DONSON,mRNA,NW_005054454.1:588753-594549,+,-,126,100,6.820178962,-0.342,0.342,0.457310014,0.638547946,no,2,0,0
5092,0,KCNQ4,mRNA,NW_005054478.1:1171614-1195222,+,-,0,0,-3.321928095,0,0,0.905608109,NA,no,0,0,0
5520,-85,LOC102031587,mRNA,NW_005055050.1:14404-16729,+,-,86,48,6.06608919,-0.846,0.846,0.029171739,0.106325411,no,2,0,0
8037,-14,LOC115947846,lnc_RNA,NW_005054322.1:4805253-4810300,-,-,29,26,4.781359714,-0.142,0.142,0.797189763,0.883917648,no,2,0,0
10099,85,MROH1,mRNA,NW_005055593.1:3184-7269,+,-,9,16,3.64385619,0.846,0.846,0.172243881,0.345581557,no,1,0,0
12779,36,RUNDC3A,mRNA,NW_005054584.1:54642-58561,+,-,172,220,7.614709844,0.358,0.358,0.39673181,0.586163194,no,2,0,0
13366,50,SLC35C1,mRNA,NW_005054312.1:2190194-2193924,+,-,28,40,5.087462841,0.5,0.5,0.160760356,0.330381519,no,2,0,0
14540,-62,TMEM177,mRNA,NW_005054298.1:10819141-10851532,-,-,8,5,2.700439718,-0.619,0.619,0.313270858,0.505566962,no,0,0,0
5923,34,LOC102034318,mRNA,NW_005054763.1:16261-31508,+,-,553,698,9.288866074,0.337,0.337,0.343305283,0.535952948,no,2,0,0
6347,-74,LOC102037110,mRNA,NW_005054384.1:897518-908279,-,-,124,74,6.62935662,-0.74,0.74,0.097315032,0.238198629,no,2,0,0
8092,-39,LOC115947911,lnc_RNA,NW_005054298.1:28952228-28973821,+,-,49,37,5.426264755,-0.39,0.39,0.464095556,0.644302873,no,2,0,0
8972,70,LOC115949050,lnc_RNA,NW_005054724.1:113899-115041,-,-,596,969,9.611946942,0.703,0.703,0.055110322,0.162488834,no,2,0,0
14389,-85,THUMPD1,mRNA,NW_005054319.1:4668062-4671323,+,-,419,234,8.350939182,-0.845,0.845,0.016452499,0.072316138,no,2,0,0
1784,16,CHD7,mRNA,NW_005054346.1:4943613-5084305,-,-,110,124,6.87036472,0.162,0.162,0.719065009,0.837225552,no,2,0,0
3979,-5,GGCT,mRNA,NW_005054361.1:4111411-4118063,-,-,20,19,4.285402219,-0.047,0.047,0.899183928,0.94383653,no,2,0,0
13736,-21,SPATS2,mRNA,NW_005054886.1:29924-40919,-,-,20,18,4.247927513,-0.209,0.209,0.694006591,0.820051422,no,2,0,0
14819,49,TRAPPC4,mRNA,NW_005054447.1:1568127-1569721,-,-,1468,2064,10.78626963,0.492,0.492,0.029677458,0.107580786,no,2,0,0
15138,-29,TTC28,mRNA,NW_005054330.1:902348-1004963,-,-,355,291,8.335390355,-0.287,0.287,0.275777666,0.467822901,no,2,0,0
15957,83,ZNF652,mRNA,NW_005054965.1:145-7377,-,-,57,102,6.312882955,0.828,0.828,0.011256164,0.055982396,no,2,0,0
4372,84,HAO1,mRNA,NW_005054341.1:1343177-1363940,+,-,65,116,6.499845887,0.843,0.843,0.013412933,0.063275315,no,2,0,0
14716,-84,TNRC18,mRNA,NW_005054319.1:512773-550536,+,-,402,224,8.290018847,-0.843,0.843,0.01265166,0.061125081,no,2,0,0
6932,-72,LOC102040709,mRNA,NW_005054314.1:3566321-3570162,-,-,95,58,6.257387843,-0.724,0.724,0.100974103,0.243888035,no,2,0,0
15997,-10,ZWILCH,mRNA,NW_005054366.1:2087318-2095738,+,-,375,350,8.501837185,-0.098,0.098,0.67529987,0.807293662,no,2,0,0
4926,-84,ISYNA1,mRNA,NW_005054662.1:13263-15024,-,-,17,10,3.754887502,-0.841,0.841,0.114693221,0.266448686,no,2,0,0
5377,-73,LCP1,mRNA,NW_005054322.1:3439948-3489487,-,-,1907,1150,10.57790084,-0.729,0.729,0.084403376,0.216619695,no,2,0,0
8421,-8,LOC115948344,lnc_RNA,NW_005054299.1:12913001-12919503,+,-,10,9,3.247927513,-0.083,0.083,0.854655183,0.919114129,no,1,0,0
12578,-84,RNFT1,mRNA,NW_005054368.1:2453902-2461326,+,-,48,26,5.209453366,-0.841,0.841,0.041094304,0.134082055,no,2,0,0
6017,-9,LOC102034973,mRNA,NW_005054559.1:457268-462549,-,-,238,223,7.84862294,-0.09,0.09,0.750545779,0.854760597,no,2,0,0
7277,84,LOC102043126,mRNA,NW_005054331.1:6670315-6670824,-,-,68,120,6.554588852,0.84,0.84,0.031021617,0.110780945,no,2,0,0
3487,-45,FAM98B,mRNA,NW_005054301.1:13996586-14011404,+,-,42,32,5.209453366,-0.448,0.448,0.223501209,0.409042262,no,2,0,0
4420,-84,HEATR1,mRNA,NW_005054348.1:1551699-1586132,+,-,101,56,6.294620749,-0.839,0.839,0.013853802,0.06474455,no,2,0,0
11521,-84,PLCL2,mRNA,NW_005054333.1:1323866-1422334,-,-,124,70,6.599912842,-0.839,0.839,0.038596074,0.1283258,no,2,0,0
2605,-84,DENND1A,mRNA,NW_005054329.1:1198828-1358889,+,-,222,124,7.434628228,-0.838,0.838,0.052422052,0.156952407,no,2,0,0
4329,58,GTF3C5,mRNA,NW_005054329.1:3832095-3840141,-,-,304,455,8.567956075,0.583,0.583,0.032016696,0.112857444,no,2,0,0
7509,-21,LOC102044621,mRNA,NW_005054318.1:1593246-1624243,+,-,4325,3728,11.97531062,-0.214,0.214,0.495423243,0.669882242,no,2,0,0
2385,-59,CUNH20orf27,mRNA,NW_005054745.1:25808-34305,+,-,13,9,3.459431619,-0.589,0.589,0.389104714,0.579101036,no,1,0,0
6324,-24,LOC102036938,mRNA,NW_005054366.1:3525549-3533339,-,-,1735,1468,10.64520808,-0.241,0.241,0.525154944,0.692991703,no,2,0,0
9944,84,MICOS13,mRNA,NW_005054491.1:182962-185342,-,-,544,972,9.566054038,0.837,0.837,0.018458564,0.078198136,no,2,0,0
11718,-22,PPFIBP1,mRNA,NW_005054574.1:13432-86193,-,-,119,102,6.787902559,-0.222,0.222,0.506109378,0.678770016,no,2,0,0
12040,-84,PTPRF,mRNA,NW_005054347.1:1865299-2151370,+,-,12,7,3.247927513,-0.837,0.837,0.177865111,0.352675231,no,1,0,0
12886,6,SCIN,mRNA,NW_005054307.1:2825980-2875826,-,-,676,706,9.4325419,0.062,0.062,0.865149993,0.924191727,no,2,0,0
902,84,ATPAF1,mRNA,NW_005054347.1:4198221-4205552,-,-,209,373,8.184875343,0.836,0.836,0.009972342,0.051297318,no,2,0,0
7790,18,LOC106632068,lnc_RNA,NW_005054662.1:87707-88690,+,-,48,55,5.686500527,0.179,0.179,0.541463778,0.705863315,no,2,0,0
8762,0,LOC115948763,snoRNA,NW_005054510.1:614190-614286,+,-,132,132,7.044394119,0.004,0.004,0.995567298,0.998561486,no,2,0,0
12600,-77,RORA,mRNA,NW_005054398.1:566232-597352,-,-,31,18,4.614709844,-0.772,0.772,0.117984131,0.270896437,no,2,0,0
13319,-43,SLC26A11,mRNA,NW_005054612.1:114409-122826,+,-,110,82,6.584962501,-0.433,0.433,0.312826774,0.505286997,no,2,0,0
549,6,AP1S3,mRNA,NW_005054371.1:573346-577331,-,-,7,8,2.906890596,0.063,0.063,0.917167464,0.954369265,no,0,0,0
7051,27,LOC102041457,mRNA,NW_005054349.1:5041113-5046748,-,-,17,20,4.209453366,0.265,0.265,0.589291141,0.743325136,no,2,0,0
8444,-12,LOC115948371,lnc_RNA,NW_005054386.1:239255-248182,+,-,11,10,3.392317423,-0.122,0.122,0.860712434,0.921994422,no,2,0,0
9438,-44,LPL,mRNA,NW_005054355.1:3772999-3789342,+,-,133,98,6.851749041,-0.443,0.443,0.11742652,0.270132745,no,2,0,0
10529,20,NEK9,transcript,NW_005054301.1:6087960-6117456,+,-,523,600,9.133142212,0.199,0.199,0.484415238,0.661046755,no,2,0,0
11684,-52,POMT2,mRNA,NW_005054301.1:5022765-5050169,+,-,70,49,5.894817763,-0.519,0.519,0.112091335,0.262465062,no,2,0,0
15791,84,ZBTB47,mRNA,NW_005054474.1:637236-654549,+,-,1,2,0.584962501,0.835,0.835,0.460946652,0.641712141,no,0,0,0
1443,-64,CCDC62,mRNA,NW_005054362.1:2523545-2537108,-,-,5,3,2,-0.635,0.635,0.349360629,0.542070493,no,0,0,0
1022,83,BCL9,mRNA,NW_005054338.1:3212259-3226938,+,-,16,28,4.459431619,0.833,0.833,0.048991097,0.150585538,no,2,0,0
2702,-31,DISC1,mRNA,NW_005054348.1:3393686-3565554,-,-,8,7,2.906890596,-0.314,0.314,0.691476742,0.818240662,no,0,0,0
3175,-5,ENPP4,mRNA,NW_005054659.1:69315-74917,+,-,3659,3538,11.81317994,-0.049,0.049,0.881422868,0.933704707,no,2,0,0
4347,12,GUK1,mRNA,NW_005054474.1:1053168-1059749,-,-,46,50,5.584962501,0.121,0.121,0.712816372,0.833226888,no,2,0,0
1697,83,CEP44,mRNA,NW_005054297.1:22398463-22410313,-,-,2890,5142,11.97154355,0.832,0.832,0.019885997,0.082698746,no,2,0,0
6025,-83,LOC102035012,mRNA,NW_005054370.1:3126480-3130653,+,-,104,58,6.339850003,-0.832,0.832,0.02562387,0.097725597,no,2,0,0
9129,10,LOC115949253,mRNA,NW_005055248.1:2942-5886,-,-,60,65,5.965784285,0.101,0.101,0.784306065,0.874965491,no,2,0,0
10656,-70,NMRK2,mRNA,NW_005054621.1:257778-263570,-,-,14,9,3.523561956,-0.695,0.695,0.352682559,0.545236519,no,1,0,0
11596,-83,PLXND1,mRNA,NW_005054420.1:2107883-2172840,-,-,21,12,4.044394119,-0.832,0.832,0.123977673,0.279421051,no,2,0,0
12812,83,SAAL1,mRNA,NW_005054437.1:172651-182156,-,-,392,699,9.091435386,0.832,0.832,0.023487439,0.092334706,no,2,0,0
527,-48,ANTKMT,mRNA,NW_005054383.1:1584601-1587040,-,-,30,22,4.700439718,-0.479,0.479,0.258051407,0.44848946,no,2,0,0
2638,-83,DGAT2,mRNA,NW_005054397.1:852289-876744,+,-,38,21,4.882643049,-0.831,0.831,0.074876133,0.200453742,no,2,0,0
2944,-17,DYNLT1,mRNA,NW_005054316.1:6074456-6079677,+,-,148,132,7.129283017,-0.167,0.167,0.478254531,0.656144887,no,2,0,0
1205,2,C2CD2L,mRNA,NW_005054447.1:1703439-1717425,+,-,254,257,7.997179481,0.018,0.018,0.96138232,0.978746386,no,2,0,0
3715,83,FOS,mRNA,NW_005054301.1:6041131-6042551,-,-,12638,22459,14.0990601,0.83,0.83,0.028250012,0.1041356,no,2,0,0
15368,-83,URI1,mRNA,NW_005054408.1:1593396-1623029,-,-,149,84,6.864186145,-0.83,0.83,0.031612098,0.112155687,no,2,0,0
343,37,AK7,mRNA,NW_005054303.1:2736395-2764839,+,-,21,26,4.554588852,0.372,0.372,0.344724973,0.537536812,no,2,0,0
3040,7,EGFL7,mRNA,NW_005054329.1:2690380-2706072,+,-,305,320,8.28771238,0.07,0.07,0.850843848,0.917645637,no,2,0,0
5787,-66,LOC102033439,mRNA,NW_005054339.1:2996372-3000899,-,-,20,13,4.044394119,-0.661,0.661,0.133309181,0.29302637,no,2,0,0
12999,8,SENP2,mRNA,NW_005054380.1:1541413-1549862,-,-,816,865,9.715104009,0.083,0.083,0.69011717,0.817115064,no,2,0,0
3466,-83,FAM49A,mRNA,NW_005054318.1:3446671-3486094,+,-,267,151,7.707359132,-0.828,0.828,0.014364858,0.066383557,no,2,0,0
5076,-57,KCNK1,mRNA,NW_005054348.1:2611653-2644151,-,-,179,121,7.22881869,-0.569,0.569,0.110164892,0.259341116,no,2,0,0
6471,-53,LOC102037929,mRNA,NW_005054303.1:6916598-6923928,+,-,977,674,9.689124405,-0.534,0.534,0.044704618,0.142073705,no,2,0,0
7606,-41,LOC102045113,mRNA,NW_005055040.1:2126-10007,-,-,29,22,4.672425342,-0.406,0.406,0.38068518,0.571126699,no,2,0,0
12045,17,PTPRN,mRNA,NW_005054298.1:14222172-14232318,-,-,9,10,3.247927513,0.171,0.171,0.789858907,0.878719232,no,1,0,0
12738,-31,RSAD1,mRNA,NW_005054370.1:3216986-3221074,+,-,12,9,3.392317423,-0.314,0.314,0.582015774,0.737330525,no,1,0,0
242,-43,ADI1,mRNA,NW_005054406.1:1125989-1130965,+,-,115,85,6.64385619,-0.427,0.427,0.210439732,0.392746685,no,2,0,0
7924,-30,LOC115947695,snoRNA,NW_005054309.1:4042019-4042199,+,-,6,4,2.321928095,-0.3,0.3,0.70860609,0.830664203,no,0,0,0
3298,18,ETV5,mRNA,NW_005054380.1:2144280-2156237,+,-,35,40,5.22881869,0.184,0.184,0.654741036,0.790667962,no,2,0,0
5142,-15,KHDRBS3,mRNA,NW_005054394.1:1979449-2038057,+,-,4,3,1.807354922,-0.152,0.152,0.835531362,0.907930191,no,0,0,0
7804,-78,LOC106632107,mRNA,NW_005054788.1:75052-79002,+,-,8,4,2.584962501,-0.781,0.781,0.148257646,0.313389916,no,0,0,0
7820,-15,LOC106632136,mRNA,NW_005055015.1:12047-22082,+,-,442,398,8.714245518,-0.149,0.149,0.60245401,0.752947081,no,2,0,0
10186,-78,MSN,mRNA,NW_005054456.1:1100558-1119103,-,-,2490,1450,10.94397991,-0.78,0.78,0.035183172,0.120344491,no,2,0,0
10942,-31,OPHN1,mRNA,NW_005054456.1:754835-793118,+,-,94,76,6.409390936,-0.308,0.308,0.401762763,0.590899559,no,2,0,0
11274,-83,PECR,mRNA,NW_005054298.1:12610287-12627611,-,-,36,20,4.807354922,-0.826,0.826,0.011057274,0.055244956,no,2,0,0
15979,-83,ZNHIT6,mRNA,NW_005054336.1:904775-935118,-,-,27,15,4.392317423,-0.826,0.826,0.020672219,0.084880526,no,2,0,0
5715,-37,LOC102032932,mRNA,NW_005054312.1:10563154-10570188,-,-,44,34,5.285402219,-0.371,0.371,0.352867505,0.545311787,no,2,0,0
7802,-36,LOC106632101,mRNA,NW_005054740.1:47365-56101,+,-,110,86,6.614709844,-0.355,0.355,0.284666386,0.47746642,no,2,0,0
11539,-29,PLEKHA8,mRNA,NW_005054333.1:2048092-2078866,-,-,68,56,5.95419631,-0.29,0.29,0.455445784,0.637327291,no,2,0,0
14428,-57,TKFC,mRNA,NW_005054416.1:2404736-2407674,-,-,27,18,4.491853096,-0.566,0.566,0.316453027,0.508872985,no,2,0,0
14505,83,TMEM129,mRNA,NW_005054458.1:642209-649513,+,-,129,228,7.479780264,0.825,0.825,0.015658104,0.070277084,no,2,0,0
14851,-43,TRIM62,mRNA,NW_005054475.1:194222-203081,+,-,50,38,5.459431619,-0.426,0.426,0.311411566,0.503927,no,2,0,0
15715,-2,XRCC4,mRNA,NW_005054431.1:790779-919573,-,-,105,104,6.707359132,-0.017,0.017,0.950020566,0.972539812,no,2,0,0
5360,71,LASP1,mRNA,NW_005054786.1:40226-72259,-,-,2107,3458,11.44216597,0.714,0.714,0.012900451,0.061730894,no,2,0,0
10851,82,NUDT8,mRNA,NW_005054416.1:1102715-1103236,-,-,220,388,8.247927513,0.824,0.824,0.011368613,0.056354898,no,2,0,0
11520,24,PLCL1,mRNA,NW_005054298.1:26036685-26215191,-,-,19,22,4.357552005,0.241,0.241,0.605113347,0.755141885,no,2,0,0
12877,-48,SCD,mRNA,NW_005054300.1:10782695-10803328,+,-,55,39,5.554588852,-0.477,0.477,0.352768786,0.545286721,no,2,0,0
14563,82,TMEM209,mRNA,NW_005054430.1:1404734-1412501,-,-,156,277,7.758223215,0.824,0.824,0.014784862,0.067776654,no,2,0,0
6715,63,LOC102039453,mRNA,NW_005054746.1:959-7550,-,-,65,100,6.366322214,0.626,0.626,0.099903908,0.242330439,no,2,0,0
9637,-74,MAN1A1,mRNA,NW_005054306.1:7732199-7838793,-,-,222,133,7.471675214,-0.735,0.735,0.045671491,0.14394094,no,2,0,0
12120,-15,RAB19,mRNA,NW_005054414.1:844265-849364,-,-,36,32,5.087462841,-0.147,0.147,0.696297757,0.822001069,no,2,0,0
14925,0,TRNAF-GAA-2,tRNA,NW_005054491.1:988254-988326,-,-,0,0,-3.321928095,0,0,0.829243505,NA,no,0,0,0
2114,41,COQ8A,mRNA,NW_005054434.1:596760-628567,-,-,418,557,8.929258409,0.413,0.413,0.151264953,0.317719914,no,2,0,0
2133,-72,CPED1,mRNA,NW_005054324.1:2981581-3127418,+,-,6,3,2.169925001,-0.72,0.72,0.353957662,0.546293313,no,0,0,0
3139,31,EMC8,mRNA,NW_005054373.1:1307887-1315414,+,-,245,304,8.100662339,0.312,0.312,0.350520229,0.543292779,no,2,0,0
3934,66,GCSH,mRNA,NW_005054503.1:1115146-1120116,+,-,116,183,7.224001674,0.657,0.657,0.314975957,0.507121006,no,2,0,0
9904,-24,MFSD11,mRNA,NW_005054370.1:1687267-1704816,-,-,58,49,5.741466986,-0.244,0.244,0.470806942,0.650536097,no,2,0,0
12185,5,RAD51AP1,mRNA,NW_005054414.1:1499548-1505772,+,-,17,18,4.129283017,0.048,0.048,0.915383565,0.953221417,no,2,0,0
446,-4,ANAPC4,mRNA,NW_005054297.1:5075151-5091760,+,-,333,323,8.357552005,-0.042,0.042,0.857966158,0.921001112,no,2,0,0
813,-82,ATG10,mRNA,NW_005054431.1:1346118-1403678,-,-,60,34,5.554588852,-0.821,0.821,0.03234926,0.113603281,no,2,0,0
15526,-67,VRK2,mRNA,NW_005054341.1:3351059-3387740,-,-,114,72,6.539158811,-0.672,0.672,0.03754161,0.125725122,no,2,0,0
3493,29,FANCE,mRNA,NW_005054512.1:148357-154005,-,-,1014,1244,10.14082977,0.294,0.294,0.471755442,0.651256642,no,2,0,0
10324,-54,MYO1D,mRNA,NW_005054518.1:658988-783155,+,-,28,20,4.584962501,-0.535,0.535,0.228155248,0.414359129,no,2,0,0
10810,-9,NT5M,mRNA,NW_005054399.1:243229-248285,+,-,52,49,5.658211483,-0.094,0.094,0.760240432,0.860511608,no,2,0,0
13065,35,SFI1,transcript,NW_005054330.1:6557340-6586694,+,-,568,720,9.330916878,0.345,0.345,0.298962724,0.491354752,no,2,0,0
13925,-17,STEAP3,mRNA,NW_005054298.1:7348454-7401261,+,-,372,332,8.459431619,-0.167,0.167,0.637933455,0.778040335,no,2,0,0
7468,40,LOC102044386,mRNA,NW_005054312.1:1389128-1399635,-,-,2,2,1,0.402,0.402,0.702901408,0.827340027,no,0,0,0
8039,-1,LOC115947848,lnc_RNA,NW_005054322.1:4877210-4892974,+,-,1,1,0,-0.819,0.819,0.486131076,0.66263507,no,0,0,0
12196,32,RADIL,mRNA,NW_005054319.1:621028-641924,+,-,55,68,5.942514505,0.318,0.318,0.559849571,0.71926741,no,2,0,0
13931,22,STIP1,mRNA,NW_005055825.1:3576-6010,-,-,707,821,9.577428828,0.217,0.217,0.489640624,0.665002866,no,2,0,0
2323,-58,CUNH11orf52,mRNA,NW_005054447.1:66999-69368,+,-,12,8,3.321928095,-0.579,0.579,0.431151571,0.61671897,no,1,0,0
4157,-70,GPM6B,mRNA,NW_005054644.1:207277-239775,+,-,10,6,3,-0.698,0.698,0.279994056,0.4727336,no,1,0,0
8569,82,LOC115948523,snoRNA,NW_005054420.1:2057971-2058107,-,-,23,41,5,0.818,0.818,0.433108777,0.618098731,no,2,0,0
9752,-82,MBP,mRNA,NW_005054311.1:8804888-8887746,+,-,63,36,5.62935662,-0.818,0.818,0.010724982,0.054034465,no,2,0,0
13691,-82,SOWAHC,mRNA,NW_005054315.1:4363987-4367786,-,-,110,62,6.426264755,-0.818,0.818,0.027784457,0.103122373,no,2,0,0
15566,-29,WASHC3,mRNA,NW_005054326.1:4679928-4693493,+,-,8511,6985,12.91960824,-0.285,0.285,0.27842849,0.470566408,no,2,0,0
15919,-43,ZNF362,mRNA,NW_005054475.1:178167-187800,-,-,56,42,5.614709844,-0.428,0.428,0.247875586,0.43742412,no,2,0,0
1367,82,CBR1,mRNA,NW_005054454.1:1135118-1141600,-,-,383,674,9.045759661,0.817,0.817,0.010796536,0.054349357,no,2,0,0
5978,49,LOC102034632,mRNA,NW_005054381.1:3122090-3123104,-,-,10,14,3.584962501,0.49,0.49,0.488182446,0.664102891,no,2,0,0
10431,-62,NCF1,mRNA,NW_005054381.1:317386-325171,+,-,235,153,7.599912842,-0.621,0.621,0.179021133,0.353290481,no,2,0,0
14006,-16,SUDS3,mRNA,NW_005054330.1:5651019-5667444,+,-,11223,10077,13.37856581,-0.155,0.155,0.523884288,0.691975213,no,2,0,0
14344,45,TFPI2,mRNA,NW_005054307.1:6409725-6418518,+,-,5,7,2.584962501,0.446,0.446,0.527589391,0.69461983,no,0,0,0
15938,-82,ZNF512,mRNA,NW_005054669.1:222884-240618,-,-,156,89,6.936637939,-0.817,0.817,0.012675101,0.061164496,no,2,0,0
1439,-6,CCDC58,mRNA,NW_005054320.1:7642458-7649393,-,-,11,10,3.392317423,-0.062,0.062,0.893793148,0.940952882,no,2,0,0
3014,-52,EEF2KMT,mRNA,NW_005054383.1:1318767-1325570,+,-,1272,889,10.07748336,-0.517,0.517,0.178295898,0.352861236,no,2,0,0
3507,82,FASTKD1,mRNA,NW_005054298.1:17752260-17765495,-,-,10,17,3.754887502,0.816,0.816,0.052018253,0.156289075,no,2,0,0
5298,-82,KRAS,mRNA,NW_005054414.1:1664513-1685047,-,-,86,49,6.076815597,-0.816,0.816,0.012281085,0.059695024,no,2,0,0
14126,-44,TAF1B,mRNA,NW_005054318.1:6776889-6821434,-,-,21,16,4.209453366,-0.437,0.437,0.279589964,0.472184147,no,2,0,0
825,-50,ATG7,mRNA,NW_005054650.1:189005-284759,-,-,237,168,7.661778098,-0.496,0.496,0.155803518,0.323862026,no,2,0,0
3912,82,GBGT1,mRNA,NW_005054329.1:3763268-3773011,+,-,20,36,4.807354922,0.815,0.815,0.115669672,0.267681204,no,2,0,0
3964,-40,GFI1,mRNA,NW_005054336.1:2971487-2981432,-,-,34,26,4.906890596,-0.398,0.398,0.361362142,0.554140037,no,2,0,0
7218,0,LOC102042777,mRNA,NW_005054304.1:3207480-3210536,+,-,1,1,0,-0.031,0.031,0.982764017,NA,no,0,0,0
7995,67,LOC115947780,snoRNA,NW_005054314.1:7998603-7998848,-,-,8,12,3.321928095,0.666,0.666,0.359982698,0.55303292,no,1,0,0
11881,33,PROSER2,mRNA,NW_005054409.1:226824-241714,+,-,6560,8267,12.8559391,0.334,0.334,0.19623536,0.375342316,no,2,0,0
12113,73,RAB11FIP3,mRNA,NW_005054383.1:1756349-1817308,-,-,26,43,5.108524457,0.73,0.73,0.015455668,0.069854622,no,2,0,0
12261,82,RASL10B,mRNA,NW_005054387.1:1057957-1067912,-,-,8,15,3.523561956,0.815,0.815,0.076962135,0.204471652,no,1,0,0
12853,82,SAXO2,mRNA,NW_005054313.1:2318918-2330016,+,-,5,8,2.700439718,0.815,0.815,0.233864585,0.420767003,no,0,0,0
1529,-81,CD2AP,mRNA,NW_005054306.1:2069235-2125846,-,-,125,72,6.622051819,-0.814,0.814,0.039027207,0.129329464,no,2,0,0
2100,67,COPS5,mRNA,NW_005054346.1:2543989-2553802,+,-,954,1512,10.26795708,0.665,0.665,0.030346879,0.109038815,no,2,0,0
2835,-10,DOP1B,mRNA,NW_005054667.1:102373-156906,+,-,540,504,9.027905997,-0.099,0.099,0.795004434,0.882873559,no,2,0,0
4282,-81,GRN,mRNA,NW_005054518.1:926733-930292,-,-,591,336,8.856425529,-0.814,0.814,0.026679392,0.100443018,no,2,0,0
10036,-28,MOB3B,mRNA,NW_005054379.1:2933691-2976309,+,-,58,48,5.727920455,-0.275,0.275,0.482073863,0.659350513,no,2,0,0
1288,-10,CAMKK1,mRNA,NW_005054531.1:711454-765009,+,-,6,6,2.584962501,-0.1,0.1,0.886923929,0.936370796,no,0,0,0
4784,-81,IL20RA,mRNA,NW_005054316.1:3183188-3191973,-,-,81,46,5.988684687,-0.813,0.813,0.061388024,0.174443696,no,2,0,0
5358,-23,LARS2,mRNA,NW_005054361.1:888096-968026,-,-,71,61,6.044394119,-0.229,0.229,0.440031036,0.624395771,no,2,0,0
