Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg IFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
14205,0.00333,TBP,mRNA,NW_005054348.1:4712533-4720599,-,-,226,213,7.77807713,0.088,0.088,0.550852457,0.704034332,no,2,0,0
15220,0.00333,TYK2,mRNA,NW_005055029.1:9838-20653,+,-,1774,1453,10.65597786,0.288,0.288,0.179068438,0.337541938,no,2,0,0
15784,0.00333,ZBTB39,mRNA,NW_005054685.1:74368-78524,-,-,91,72,6.348728154,0.333,0.333,0.119978779,0.25792804,no,2,0,0
496,0.00332,ANKRD40,mRNA,NW_005054370.1:3475490-3485780,-,-,122,152,7.098032083,-0.312,0.312,0.079773054,0.196353337,no,2,0,0
1517,0.00332,CCZ1,mRNA,NW_005054319.1:4049258-4059851,+,-,1031,1193,10.11894107,-0.21,0.21,0.125198462,0.265368299,no,2,0,0
1962,0.00332,CMTM4,mRNA,NW_005054445.1:1383329-1402673,-,-,1076,855,9.915132449,0.332,0.332,0.177652873,0.33601176,no,2,0,0
2560,0.00332,DDHD1,mRNA,NW_005054303.1:14096223-14162033,+,-,31,38,5.108524457,-0.332,0.332,0.246515356,0.419820212,no,2,0,0
4158,0.00332,GPN1,mRNA,NW_005054669.1:243433-256327,+,-,154,122,7.108524457,0.332,0.332,0.150447128,0.299792349,no,2,0,0
6015,0.00332,LOC102034968,mRNA,NW_005054460.1:37925-46618,-,-,1220,1535,10.4278366,-0.331,0.331,0.059567923,0.161132108,no,2,0,0
7275,0.00332,LOC102043121,mRNA,NW_005054322.1:4201226-4226473,-,-,80,87,6.383704292,-0.121,0.121,0.604498788,0.74568047,no,2,0,0
9577,0.00332,LYRM1,mRNA,NW_005054319.1:4609075-4614671,-,-,6951,6720,12.73883116,0.049,0.049,0.828842147,0.901804673,no,2,0,0
12390,0.00332,REXO4,mRNA,NW_005054329.1:3709961-3715701,+,-,1094,868,9.938109326,0.332,0.332,0.060450707,0.162658901,no,2,0,0
12444,0.00332,RHAG,mRNA,NW_005054377.1:840474-853057,-,-,37782,47549,15.38078233,-0.332,0.332,0.111847326,0.246147083,no,2,0,0
12640,0.00332,RPL28,mRNA,NW_005055132.1:14529-16983,-,-,13230,10512,13.53515385,0.332,0.332,0.097239273,0.224030942,no,2,0,0
13114,0.00332,SH3BGRL2,mRNA,NW_005054328.1:3116502-3160003,+,-,4260,5363,12.23227101,-0.332,0.332,0.090700508,0.214123857,no,2,0,0
13841,0.00332,SRSF1,mRNA,NW_005054368.1:1098130-1100961,-,-,7836,6228,12.77971936,0.332,0.332,0.099992785,0.228099807,no,2,0,0
15826,0.00332,ZCRB1,mRNA,NW_005054310.1:11653189-11663446,+,-,1554,1442,10.54882191,0.107,0.107,0.433311197,0.607747621,no,2,0,0
129,0.00331,ACOX3,mRNA,NW_005054372.1:2431212-2460271,+,-,291,297,8.199672345,-0.029,0.029,0.91868592,0.955605073,no,2,0,0
209,0.00331,ADAT1,mRNA,NW_005054373.1:3625005-3649523,+,-,931,740,9.706496018,0.331,0.331,0.017698412,0.069228151,no,2,0,0
362,0.00331,AKR1A1,mRNA,NW_005054347.1:3373719-3392745,+,-,611,769,9.430452552,-0.331,0.331,0.033523494,0.107922204,no,2,0,0
844,0.00331,ATP13A3,mRNA,NW_005054309.1:134912-185946,+,-,281,254,8.063395081,0.151,0.151,0.433618346,0.607911618,no,2,0,0
1651,0.00331,CELF1,mRNA,NW_005054312.1:3409014-3449112,-,-,3908,3653,11.88436134,0.097,0.097,0.500630928,0.665568949,no,2,0,0
3087,0.00331,EIF4E2,mRNA,NW_005054309.1:3269238-3287951,-,-,1992,1584,10.80413102,0.331,0.331,0.018458164,0.071245866,no,2,0,0
3090,0.00331,EIF4G1,mRNA,NW_005054309.1:3633936-3650852,+,-,6729,5349,12.56009396,0.331,0.331,0.017205148,0.06810104,no,2,0,0
4756,0.00331,IKZF1,mRNA,NW_005054464.1:481183-546591,+,-,1014,1276,10.16113188,-0.331,0.331,0.261461508,0.436648921,no,2,0,0
4955,0.00331,ITM2C,mRNA,NW_005054388.1:600852-611479,+,-,264,333,8.221587121,-0.331,0.331,0.121540489,0.260142061,no,2,0,0
6674,0.00331,LOC102039218,mRNA,NW_005054868.1:45708-48968,+,-,549,620,9.191059215,-0.174,0.174,0.380375822,0.558675146,no,2,0,0
9436,0.00331,LPIN2,mRNA,NW_005054305.1:502337-532223,+,-,18155,16336,14.07393234,0.152,0.152,0.496201943,0.661936331,no,2,0,0
9557,0.00331,LTO1,mRNA,NW_005054402.1:1158530-1164484,+,-,365,344,8.469641817,0.086,0.086,0.562285919,0.713226949,no,2,0,0
10163,0.00331,MRPS9,mRNA,NW_005054315.1:6061418-6094731,-,-,40,45,5.409390936,-0.173,0.173,0.530162319,0.688457496,no,2,0,0
10249,0.00331,MTSS2,mRNA,NW_005054343.1:3061333-3073486,-,-,167,133,7.22881869,0.331,0.331,0.157675585,0.310207646,no,2,0,0
11332,0.00331,PGRMC2,mRNA,NW_005054527.1:339591-352605,+,-,288,253,8.079484784,0.189,0.189,0.489970702,0.65746507,no,2,0,0
12499,0.00331,RIPOR1,mRNA,NW_005054343.1:3702575-3731425,-,-,3532,3102,11.6956633,0.187,0.187,0.278356315,0.454570677,no,2,0,0
13398,0.00331,SLC39A11,mRNA,NW_005054646.1:7147-58417,-,-,175,201,7.554588852,-0.191,0.191,0.249256338,0.423075745,no,2,0,0
13572,0.00331,SMNDC1,mRNA,NW_005054300.1:2179588-2188651,+,-,17383,14069,13.94086414,0.305,0.305,0.194451778,0.357579762,no,2,0,0
14159,0.00331,TARS1,mRNA,NW_005054480.1:262191-277402,-,-,398,375,8.594324604,0.085,0.085,0.65496566,0.780565032,no,2,0,0
15454,0.00331,VAT1,mRNA,NW_005054559.1:415154-422324,+,-,198,235,7.758223215,-0.252,0.252,0.339350315,0.518944031,no,2,0,0
685,0.0033,ARID4B,mRNA,NW_005054348.1:1996469-2082912,+,-,9540,7632,13.06777046,0.322,0.322,0.088847474,0.211010597,no,2,0,0
1040,0.0033,BEND2,mRNA,NW_005054403.1:1139724-1161176,-,-,152,192,7.426264755,-0.33,0.33,0.177850614,0.336229937,no,2,0,0
1558,0.0033,CDC16,mRNA,NW_005054315.1:4255703-4279295,+,-,49,62,5.794415866,-0.33,0.33,0.142029973,0.288035937,no,2,0,0
1565,0.0033,CDC37,mRNA,NW_005055029.1:4284-8100,+,-,18332,14585,14.00654524,0.33,0.33,0.025076973,0.088426666,no,2,0,0
1792,0.0033,CHGB,mRNA,NW_005054521.1:802192-808336,+,-,95,76,6.417852515,0.33,0.33,0.138488201,0.283829975,no,2,0,0
2495,0.0033,DARS2,mRNA,NW_005054696.1:104026-118282,+,-,289,249,8.071462363,0.217,0.217,0.329862039,0.509718661,no,2,0,0
7180,0.0033,LOC102042530,mRNA,NW_005054447.1:631913-635181,+,-,972,1079,10.00211178,-0.15,0.15,0.429212007,0.60404831,no,2,0,0
8154,0.0033,LOC115947984,lnc_RNA,NW_005054336.1:1360326-1848128,-,-,6,8,2.807354922,-0.33,0.33,0.451911732,0.624746538,no,0,0,0
8444,0.0033,LOC115948371,lnc_RNA,NW_005054386.1:239255-248182,+,-,10,9,3.247927513,0.141,0.141,0.781647292,0.870210766,no,1,0,0
9969,0.0033,MIPOL1,mRNA,NW_005054301.1:7187855-7372382,-,-,57,58,5.845490051,-0.02,0.02,0.944379475,0.969183245,no,2,0,0
10220,0.0033,MTHFR,mRNA,NW_005054446.1:1430456-1439770,+,-,94,95,6.562242424,-0.002,0.002,0.990278224,0.994912079,no,2,0,0
10908,0.0033,ODF2,mRNA,NW_005054329.1:5644804-5661766,-,-,89,100,6.562242424,-0.167,0.167,0.493845641,0.660060282,no,2,0,0
10973,0.0033,OSBPL9,mRNA,NW_005054345.1:1217874-1266537,+,-,1037,825,9.862637358,0.33,0.33,0.031742803,0.104050104,no,2,0,0
15477,0.0033,VHL,mRNA,NW_005054420.1:2015372-2017355,+,-,504,634,9.152284842,-0.33,0.33,0.043863665,0.130408656,no,2,0,0
15687,0.0033,WWTR1,mRNA,NW_005054309.1:11962827-11973688,+,-,251,253,7.977279923,-0.009,0.009,0.955909473,0.975675379,no,2,0,0
2078,0.00329,COMMD10,mRNA,NW_005054620.1:202338-324102,+,-,104,117,6.787902559,-0.175,0.175,0.569678147,0.719398613,no,2,0,0
3248,0.00329,ERGIC3,mRNA,NW_005054481.1:1280656-1306994,-,-,154,123,7.113742166,0.329,0.329,0.23764109,0.410436587,no,2,0,0
4687,0.00329,IDE,mRNA,NW_005054300.1:7709258-7750167,-,-,1325,1308,10.36249181,0.02,0.02,0.900920952,0.945266968,no,2,0,0
6092,0.00329,LOC102035526,mRNA,NW_005054398.1:39029-66478,+,-,1229,979,10.10852446,0.329,0.329,0.034798013,0.110600225,no,2,0,0
6593,0.00329,LOC102038646,mRNA,NW_005054725.1:40371-46059,+,-,16,17,4.044394119,-0.068,0.068,0.906932613,0.948139552,no,2,0,0
6767,0.00329,LOC102039796,mRNA,NW_005054746.1:37996-40020,+,-,1804,2104,10.93221475,-0.221,0.221,0.288242545,0.465745476,no,2,0,0
10470,0.00329,NDUFA12,mRNA,NW_005054331.1:3804508-3813943,-,-,475,484,8.905387005,-0.029,0.029,0.899924601,0.94475878,no,2,0,0
10582,0.00329,NFYC,mRNA,NW_005054478.1:1152443-1169111,+,-,1928,1534,10.75739001,0.329,0.329,0.011320988,0.050460798,no,2,0,0
12755,0.00329,RSRC1,mRNA,NW_005054309.1:10699488-10718643,-,-,938,760,9.729620744,0.304,0.304,0.041597621,0.125592652,no,2,0,0
562,0.00328,AP4S1,mRNA,NW_005054301.1:10115437-10137078,-,-,152,132,7.14974712,0.197,0.197,0.3282928,0.508360922,no,2,0,0
589,0.00328,APOO,mRNA,NW_005054375.1:1491630-1520397,-,-,1704,1357,10.57978733,0.328,0.328,0.093685783,0.21914311,no,2,0,0
2699,0.00328,DIS3,mRNA,NW_005054327.1:5152050-5170759,+,-,230,229,7.842350343,0.003,0.003,0.990280046,0.994912079,no,2,0,0
3649,0.00328,FHL5,mRNA,NW_005054305.1:12769098-12795403,+,-,441,396,8.709083813,0.154,0.154,0.390219127,0.567041215,no,2,0,0
3872,0.00328,GALNT7,mRNA,NW_005054297.1:22834599-22872582,-,-,46,58,5.700439718,-0.328,0.328,0.262110137,0.437195423,no,2,0,0
5770,0.00328,LOC102033308,mRNA,NW_005059188.1:357-1406,-,-,72,86,6.303780748,-0.268,0.268,0.199520669,0.363609936,no,2,0,0
5900,0.00328,LOC102034196,mRNA,NW_005054500.1:451294-578392,+,-,4,5,2.169925001,-0.328,0.328,0.536178924,0.693768607,no,0,0,0
10014,0.00328,MMGT1,mRNA,NW_005054456.1:1332732-1336895,+,-,637,735,9.422064766,-0.206,0.206,0.161966685,0.31580795,no,2,0,0
10154,0.00328,MRPS28,mRNA,NW_005054423.1:635311-700190,+,-,106,122,6.832890014,-0.203,0.203,0.397799805,0.574328486,no,2,0,0
10514,0.00328,NEFL,mRNA,NW_005054514.1:395212-399332,-,-,14778,11770,13.69631556,0.328,0.328,0.155114992,0.306549746,no,2,0,0
11624,0.00328,PNRC1,mRNA,NW_005054328.1:6684514-6685746,+,-,17100,13618,13.90679667,0.328,0.328,0.082907035,0.201423538,no,2,0,0
12564,0.00328,RNF216,mRNA,NW_005054319.1:323836-399882,+,-,511,469,8.936637939,0.125,0.125,0.403781764,0.579339053,no,2,0,0
15304,0.00328,UBXN6,mRNA,NW_005054549.1:48174-53251,-,-,1352,1698,10.57459353,-0.328,0.328,0.011358365,0.050549062,no,2,0,0
15363,0.00328,UPP1,mRNA,NW_005054658.1:28707-55320,+,-,27,32,4.882643049,-0.241,0.241,0.656550324,0.781768684,no,2,0,0
15894,0.00328,ZMYND11,mRNA,NW_005054422.1:42308-103633,+,-,273,328,8.231221181,-0.264,0.264,0.148916555,0.297954795,no,2,0,0
396,0.00327,ALKBH1,mRNA,NW_005054301.1:4827601-4839134,+,-,594,474,9.060695932,0.327,0.327,0.072621137,0.184231366,no,2,0,0
820,0.00327,ATG3,mRNA,NW_005054320.1:2183096-2204135,-,-,855,883,9.763212367,-0.046,0.046,0.812883063,0.89200747,no,2,0,0
2970,0.00327,EBI3,mRNA,NW_005054621.1:161377-164064,-,-,1,1,0,0.231,0.231,0.868022874,0.926037299,no,0,0,0
3085,0.00327,EIF4E,mRNA,NW_005054304.1:10770458-10801918,-,-,6194,6533,12.63560477,-0.077,0.077,0.65795294,0.782981905,no,2,0,0
3547,0.00327,FBXO25,mRNA,NW_005054544.1:434522-462576,+,-,2937,2628,11.44216597,0.16,0.16,0.291387997,0.469156134,no,2,0,0
3764,0.00327,FRS3,mRNA,NW_005054512.1:995760-1003849,-,-,14,15,3.857980995,-0.026,0.026,0.937357891,0.96551175,no,2,0,0
9805,0.00327,MDM4,mRNA,NW_005054681.1:46975-63715,-,-,2643,2306,11.27292133,0.196,0.196,0.138337243,0.283743151,no,2,0,0
10198,0.00327,MTA1,mRNA,NW_005054421.1:744062-805422,-,-,542,432,8.927777962,0.327,0.327,0.03246797,0.105551077,no,2,0,0
10921,0.00327,OGG1,mRNA,NW_005054317.1:6583032-6584260,-,-,512,431,8.881113961,0.248,0.248,0.175863586,0.333658435,no,2,0,0
11087,0.00327,PAQR7,mRNA,NW_005054436.1:736594-738795,+,-,239,219,7.839203788,0.124,0.124,0.646005272,0.773805848,no,2,0,0
12166,0.00327,RABEPK,mRNA,NW_005054329.1:800625-802357,-,-,4440,5114,12.22188916,-0.204,0.204,0.234993005,0.407608477,no,2,0,0
12247,0.00327,RASA2,mRNA,NW_005054371.1:2624793-2661643,+,-,135,138,7.092757141,-0.034,0.034,0.850065581,0.915252762,no,2,0,0
12567,0.00327,RNF24,mRNA,NW_005054452.1:1453428-1466338,+,-,190,232,7.721099189,-0.293,0.293,0.32121374,0.501865725,no,2,0,0
12682,0.00327,RPS15,mRNA,NW_005054491.1:1022202-1024028,+,-,31311,24955,14.77997578,0.327,0.327,0.122816001,0.261775121,no,2,0,0
13532,0.00327,SMARCB1,mRNA,NW_005054483.1:417040-426269,+,-,1664,1326,10.54592977,0.327,0.327,0.011767038,0.051765666,no,2,0,0
15142,0.00327,TTC33,mRNA,NW_005054401.1:2325243-2367932,-,-,1596,2002,10.81297947,-0.327,0.327,0.163303123,0.317806411,no,2,0,0
15576,0.00327,WDFY1,mRNA,NW_005054371.1:597324-614321,-,-,262,328,8.204571144,-0.327,0.327,0.091148517,0.214808718,no,2,0,0
1957,0.00326,CMIP,mRNA,NW_005054503.1:857079-986873,-,-,2199,2630,11.23750875,-0.258,0.258,0.128242736,0.269402165,no,2,0,0
2386,0.00326,CUNH20orf85,mRNA,NW_005054356.1:1696653-1702380,-,-,215,224,7.77807713,-0.056,0.056,0.815661887,0.893166609,no,2,0,0
5158,0.00326,KIAA1143,mRNA,NW_005054361.1:1239892-1251660,+,-,109,112,6.787902559,-0.037,0.037,0.855921079,0.91815813,no,2,0,0
5615,0.00326,LOC102032296,mRNA,NW_005054449.1:423034-433458,-,-,156,181,7.396604781,-0.211,0.211,0.314003157,0.493940723,no,2,0,0
12414,0.00326,RGCC,mRNA,NW_005054504.1:496031-500388,-,-,2136,1885,10.97333862,0.181,0.181,0.480028154,0.648673806,no,2,0,0
13849,0.00326,SS18,mRNA,NW_005054305.1:3594926-3635305,-,-,99,112,6.721099189,-0.19,0.19,0.407297749,0.582404385,no,2,0,0
14397,0.00326,TIAM2,mRNA,NW_005054316.1:7589093-7724813,-,-,107,117,6.807354922,-0.129,0.129,0.645043254,0.773422323,no,2,0,0
14479,0.00326,TMED5,mRNA,NW_005054336.1:3122232-3128842,-,-,2244,2814,11.30435132,-0.326,0.326,0.047130865,0.137157876,no,2,0,0
14494,0.00326,TMEM115,mRNA,NW_005054339.1:1533148-1537023,+,-,7604,7240,12.85759229,0.071,0.071,0.665715137,0.788616248,no,2,0,0
15898,0.00326,ZNF106,mRNA,NW_005054312.1:268405-296781,+,-,533,449,8.939579214,0.247,0.247,0.124373259,0.264249607,no,2,0,0
864,0.00325,ATP5F1E-2,mRNA,NW_005054356.1:1309143-1309750,+,-,312,388,8.451211112,-0.314,0.314,0.192663974,0.355345742,no,2,0,0
2910,0.00325,DUS1L,mRNA,NW_005054578.1:123208-137998,+,-,1475,1180,10.37449615,0.322,0.322,0.05303166,0.148982701,no,2,0,0
4875,0.00325,IPMK,mRNA,NW_005054389.1:652920-682479,-,-,136902,132008,17.03676388,0.053,0.053,0.785987592,0.873375031,no,2,0,0
5333,0.00325,LAMP1,mRNA,NW_005054315.1:3666832-3685112,+,-,32083,25610,14.81610866,0.325,0.325,0.162805003,0.317038596,no,2,0,0
5596,0.00325,LOC102032127,mRNA,NW_005054420.1:2042819-2056582,+,-,80,66,6.189824559,0.29,0.29,0.080536604,0.1975681,no,2,0,0
9690,0.00325,MAPK11,mRNA,NW_005054324.1:5891022-5912824,+,-,2,2,1,0.325,0.325,0.74217447,0.842898148,no,0,0,0
10374,0.00325,NAAA,mRNA,NW_005054520.1:702859-711383,-,-,18,20,4.247927513,-0.166,0.166,0.637717668,0.768862032,no,2,0,0
11998,0.00325,PTGES2,mRNA,NW_005054329.1:5665353-5669976,-,-,76,96,6.426264755,-0.325,0.325,0.164591801,0.319653779,no,2,0,0
12069,0.00325,PUS7,mRNA,NW_005054354.1:2470193-2491174,-,-,119,95,6.741466986,0.325,0.325,0.171485332,0.328849423,no,2,0,0
13121,0.00325,SH3GL1,mRNA,NW_005054549.1:11363-19924,-,-,603,482,9.083479327,0.325,0.325,0.107659705,0.239781293,no,2,0,0
15853,0.00325,ZFAND2B,mRNA,NW_005054298.1:14155805-14161901,+,-,8388,10505,13.20556418,-0.325,0.325,0.03025086,0.100505096,no,2,0,0
1764,0.00324,CGRRF1,mRNA,NW_005054303.1:13643063-13653450,-,-,1427,1140,10.32586758,0.324,0.324,0.032570461,0.105771924,no,2,0,0
1991,0.00324,CNOT10,mRNA,NW_005054351.1:4579651-4610265,+,-,3204,2561,11.49310489,0.324,0.324,0.017266974,0.068215412,no,2,0,0
4444,0.00324,HEPH,mRNA,NW_005054456.1:960522-982154,-,-,276,273,8.100662339,0.018,0.018,0.930572628,0.962392448,no,2,0,0
6016,0.00324,LOC102034971,mRNA,NW_005054495.1:1193911-1207697,+,-,34,34,5.087462841,0.023,0.023,0.937570641,0.965570065,no,2,0,0
6213,0.00324,LOC102036260,mRNA,NW_005054384.1:479124-587451,+,-,102,98,6.64385619,0.045,0.045,0.855797573,0.91815813,no,2,0,0
10034,0.00324,MOB2,mRNA,NW_005054312.1:10342648-10372410,-,-,3918,4906,12.10721708,-0.324,0.324,0.072684419,0.184353707,no,2,0,0
10421,0.00324,NCAPD2,mRNA,NW_005054320.1:7773802-7797621,+,-,1860,1486,10.70822173,0.324,0.324,0.178150099,0.336484367,no,2,0,0
13000,0.00324,SENP5,mRNA,NW_005054309.1:3884684-3899234,-,-,443,518,8.908392621,-0.227,0.227,0.107535693,0.239679085,no,2,0,0
14577,0.00324,TMEM242,mRNA,NW_005054316.1:6622551-6641168,+,-,80,64,6.169925001,0.324,0.324,0.26698436,0.442492151,no,2,0,0
14723,0.00324,TOB1,mRNA,NW_005054370.1:3557230-3559148,-,-,5303,6211,12.4911015,-0.228,0.228,0.528262706,0.687010868,no,2,0,0
15746,0.00324,YPEL1,mRNA,NW_005054330.1:3634289-3654934,-,-,11847,12422,13.56682704,-0.068,0.068,0.736376675,0.838647408,no,2,0,0
1576,0.00323,CDC5L,mRNA,NW_005054377.1:736653-764983,-,-,3018,2413,11.40700215,0.323,0.323,0.011866893,0.052036664,no,2,0,0
1581,0.00323,CDCA4,mRNA,NW_005054303.1:8590302-8595677,-,-,52,60,5.807354922,-0.192,0.192,0.262255742,0.437259574,no,2,0,0
1614,0.00323,CDK17,mRNA,NW_005054331.1:4335515-4425778,-,-,4650,4232,12.11666886,0.136,0.136,0.450615671,0.623659016,no,2,0,0
2031,0.00323,COG7,mRNA,NW_005054399.1:2353915-2368174,+,-,2686,2378,11.30606169,0.175,0.175,0.231742185,0.403874672,no,2,0,0
3100,0.00323,ELAC2,mRNA,NW_005054457.1:182191-195269,+,-,522,557,9.075479149,-0.096,0.096,0.600725325,0.742780452,no,2,0,0
3982,0.00323,GGPS1,mRNA,NW_005054348.1:1972707-1990504,-,-,10768,9165,13.28287124,0.233,0.233,0.204033367,0.3694128,no,2,0,0
5794,0.00323,LOC102033474,mRNA,NW_005059412.1:190-1550,-,-,18,15,4.044394119,0.323,0.323,0.2782219,0.454533056,no,2,0,0
6143,0.00323,LOC102035899,mRNA,NW_005055292.1:1140-11819,-,-,627,502,9.140829771,0.323,0.323,0.101115436,0.22960627,no,2,0,0
6564,0.00323,LOC102038529,mRNA,NW_005054593.1:491086-492390,+,-,4905,6138,12.43084454,-0.323,0.323,0.074227273,0.187158974,no,2,0,0
7827,0.00323,LOC106632157,mRNA,NW_005055327.1:2490-8871,-,-,3758,3044,11.73174329,0.304,0.304,0.079405075,0.195841323,no,2,0,0
14222,0.00323,TBXAS1,mRNA,NW_005054326.1:4963022-5189417,-,-,1153,1253,10.23242093,-0.12,0.12,0.512213573,0.674957569,no,2,0,0
14581,0.00323,TMEM25,mRNA,NW_005054447.1:1510715-1513115,+,-,6,5,2.459431619,0.323,0.323,0.518546882,0.679942567,no,0,0,0
14757,0.00323,TPCN1,mRNA,NW_005054330.1:5501814-5529367,-,-,3013,2477,11.42259043,0.283,0.283,0.050657804,0.144501749,no,2,0,0
495,0.00322,ANKRD37,mRNA,NW_005054297.1:18332534-18335152,-,-,110,99,6.707359132,0.15,0.15,0.572007918,0.721254889,no,2,0,0
568,0.00322,APBA3,mRNA,NW_005054441.1:1063053-1069207,-,-,265,212,7.897845456,0.322,0.322,0.086798669,0.207635035,no,2,0,0
776,0.00322,ASH1L,mRNA,NW_005054582.1:281107-345038,-,-,11062,8848,13.2812056,0.322,0.322,0.048133253,0.139445201,no,2,0,0
2029,0.00322,COG5,mRNA,NW_005054354.1:1735402-1908767,+,-,328,345,8.394462695,-0.075,0.075,0.655258684,0.780762245,no,2,0,0
4554,0.00322,HOPX,mRNA,NW_005054304.1:11149833-11157565,+,-,637,610,9.28424575,0.063,0.063,0.758737153,0.854023993,no,2,0,0
4812,0.00322,IMP3,mRNA,NW_005054659.1:247795-249068,+,-,161,195,7.475733431,-0.274,0.274,0.136701685,0.281852261,no,2,0,0
5586,0.00322,LOC102032048,mRNA,NW_005054314.1:7625252-7628357,+,-,2814,2555,11.39043769,0.139,0.139,0.428877976,0.603980725,no,2,0,0
6175,0.00322,LOC102036072,mRNA,NW_005054300.1:11411826-11421702,-,-,62,58,5.906890596,0.099,0.099,0.685696217,0.802298848,no,2,0,0
8750,0.00322,LOC115948749,mRNA,NW_005054504.1:987775-996504,-,-,230,184,7.693486957,0.322,0.322,0.176343889,0.334052025,no,2,0,0
11314,0.00322,PGAP2,mRNA,NW_005054454.1:66064-80173,+,-,442,353,8.63481105,0.322,0.322,0.022059835,0.080765119,no,2,0,0
11720,0.00322,PPHLN1,mRNA,NW_005054310.1:11589970-11648260,-,-,408,510,8.842350343,-0.322,0.322,0.057916435,0.158133567,no,2,0,0
12827,0.00322,SAMD8,mRNA,NW_005054300.1:13458977-13476091,+,-,190,156,7.434628228,0.286,0.286,0.077934979,0.193048743,no,2,0,0
12829,0.00322,SAMM50,mRNA,NW_005054426.1:1574877-1597148,-,-,614,666,9.321928095,-0.119,0.119,0.382469823,0.560183998,no,2,0,0
13528,0.00322,SMARCA2,mRNA,NW_005054462.1:293444-410893,-,-,3739,3674,11.8558418,0.025,0.025,0.8993733,0.944341965,no,2,0,0
14614,0.00322,TMEM50A,mRNA,NW_005054436.1:875868-880136,-,-,3022,3683,11.71102162,-0.285,0.285,0.131622371,0.27428982,no,2,0,0
15436,0.00322,UTRN,mRNA,NW_005054316.1:2070206-2411747,-,-,347,335,8.413627929,0.05,0.05,0.825531399,0.899517704,no,2,0,0
886,0.00321,ATP6V1C1,mRNA,NW_005054353.1:2379214-2394905,+,-,1145,1038,10.09209641,0.141,0.141,0.282568609,0.459122426,no,2,0,0
1831,0.00321,CHRNB2,mRNA,NW_005054546.1:644285-646700,+,-,1869,1609,10.76404222,0.216,0.216,0.236404068,0.409203308,no,2,0,0
3645,0.00321,FHIT,mRNA,NW_005054317.1:5299452-5666528,+,-,5,5,2.321928095,0.017,0.017,0.974664148,0.986344489,no,0,0,0
3976,0.00321,GGA2,mRNA,NW_005054399.1:2341866-2353063,+,-,162,129,7.184875343,0.321,0.321,0.205453767,0.370932884,no,2,0,0
6712,0.00321,LOC102039442,mRNA,NW_005054456.1:1071983-1087379,+,-,486,456,8.87958325,0.093,0.093,0.576211151,0.724373755,no,2,0,0
7416,0.00321,LOC102044096,mRNA,NW_005054582.1:505713-512307,+,-,4875,5978,12.40580627,-0.295,0.295,0.092290891,0.21692736,no,2,0,0
8873,0.00321,LOC115948899,lnc_RNA,NW_005054605.1:76594-80920,+,-,2363,1964,11.07915141,0.267,0.267,0.039802,0.121641508,no,2,0,0
11518,0.00321,PLCH1,mRNA,NW_005054309.1:11221923-11266862,+,-,3,4,1.807354922,-0.238,0.238,0.718414651,0.826494134,no,0,0,0
11986,0.00321,PTCD3,mRNA,NW_005054479.1:614812-630327,-,-,169,136,7.252665432,0.321,0.321,0.081624045,0.199425899,no,2,0,0
12631,0.00321,RPL19,mRNA,NW_005054625.1:26650-29183,+,-,142288,118361,16.9917488,0.266,0.266,0.193402857,0.356290484,no,2,0,0
12717,0.00321,RPUSD3,mRNA,NW_005054317.1:6567531-6569290,+,-,30,31,4.930737338,-0.03,0.03,0.938067173,0.96561216,no,2,0,0
12913,0.00321,SCYL2,mRNA,NW_005054331.1:5735444-5765834,+,-,603,482,9.083479327,0.321,0.321,0.019240718,0.073158623,no,2,0,0
13023,0.00321,SERINC3,mRNA,NW_005054337.1:3976364-3984167,-,-,17160,19200,14.15006458,-0.162,0.162,0.303977502,0.482634749,no,2,0,0
13157,0.00321,SHMT1,mRNA,NW_005054399.1:636868-641622,-,-,12,14,3.700439718,-0.247,0.247,0.527722171,0.686605598,no,2,0,0
13297,0.00321,SLC25A28,mRNA,NW_005054300.1:6391610-6394634,-,-,338,326,8.375039431,0.05,0.05,0.823230339,0.897804394,no,2,0,0
13586,0.00321,SMU1,mRNA,NW_005054379.1:896162-905071,+,-,8675,9578,13.15584598,-0.143,0.143,0.460871129,0.632419327,no,2,0,0
14336,0.00321,TFCP2L1,mRNA,NW_005054298.1:10002006-10033461,+,-,31,31,4.95419631,0.027,0.027,0.919210417,0.955988204,no,2,0,0
15091,0.00321,TSHZ1,mRNA,NW_005054311.1:9646645-9701165,-,-,18,21,4.285402219,-0.224,0.224,0.454672447,0.626582032,no,2,0,0
15276,0.00321,UBE3D,mRNA,NW_005054328.1:4431661-4509655,-,-,350,438,8.622051819,-0.321,0.321,0.023493882,0.084452097,no,2,0,0
246,0.0032,ADIPOR2,mRNA,NW_005054326.1:235689-277922,-,-,22539,28142,14.62915737,-0.32,0.32,0.089637174,0.212597428,no,2,0,0
1107,0.0032,BOLA3,mRNA,NW_005054902.1:4828-6378,-,-,552,443,8.958552715,0.32,0.32,0.231137502,0.403267828,no,2,0,0
1647,0.0032,CDYL2,mRNA,NW_005054343.1:5836846-5875953,+,-,208,260,7.87036472,-0.32,0.32,0.064585006,0.170186701,no,2,0,0
2111,0.0032,COQ5,mRNA,NW_005054330.1:6224093-6229050,-,-,243,196,7.77807713,0.312,0.312,0.094438457,0.220230482,no,2,0,0
