Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg fIFOR,avg fUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
11292,-8.4,PEX16,mRNA,NW_005054312.1:2247033-2253615,-,-,107,85,6.584962501,0.334,0.334,0.370580627,1,no,2,0,0
12339,40.8,RCC2,mRNA,NW_005054475.1:967708-987719,-,-,250,190,7.781359714,0.398,0.398,0.345616394,1,no,2,0,0
12789,51.3,RWDD2A,mRNA,NW_005054328.1:4582691-4588462,+,-,14,13,3.754887502,0.1,0.1,0.872293356,1,no,2,0,0
1484,21.8,CCND3,mRNA,NW_005054512.1:103208-114225,+,-,1639,1757,10.72962074,-0.1,0.1,0.739572929,1,no,2,0,0
4515,20.3,HMGB2,mRNA,NW_005054297.1:22821911-22823376,+,-,95,77,6.426264755,0.308,0.308,0.492101297,1,no,2,0,0
7969,-39.1,LOC115947746,snoRNA,NW_005054312.1:8856697-8856829,+,-,4,4,2,0.079,0.079,0.934095612,1,no,0,0,0
6656,14.9,LOC102039113,mRNA,NW_005055405.1:9748-11247,+,-,62,54,5.857980995,0.189,0.189,0.652424079,1,no,2,0,0
12726,32.4,RRM1,mRNA,NW_005054454.1:169230-186443,+,-,96,134,6.845490051,-0.486,0.486,0.277250552,0.996098862,no,2,0,0
93,-52.2,ACAD9,mRNA,NW_005054708.1:160832-173783,+,-,114,194,7.266786541,-0.78,0.78,0.164237179,0.94160808,no,2,0,0
969,4.6,BAHCC1,mRNA,NW_005054646.1:323178-325761,-,-,144,211,7.471675214,-0.54,0.54,0.209545693,0.968510288,no,2,0,0
3115,6.7,ELMOD2,mRNA,NW_005054453.1:597544-608336,+,-,184,176,7.491853096,0.065,0.065,0.882191077,1,no,2,0,0
11663,52.7,POLR2C,mRNA,NW_005054343.1:4269114-4275962,+,-,290,267,8.121533517,0.122,0.122,0.823010455,1,no,2,0,0
12394,-51.1,RFC3,mRNA,NW_005054412.1:1242160-1249033,-,-,55,76,6.033423002,-0.46,0.46,0.367311826,1,no,2,0,0
14152,-16.8,TANGO6,mRNA,NW_005054373.1:2715015-2735000,+,-,1020,1752,10.43671154,-0.78,0.78,0.010526127,0.524446968,no,2,0,0
15178,50.5,TUBD1,mRNA,NW_005054368.1:2477445-2482482,+,-,13,23,4.169925001,-0.78,0.78,0.271966901,0.994388604,no,2,0,0
15530,52.9,VSIG10,mRNA,NW_005054330.1:5556807-5564019,-,-,24,30,4.754887502,-0.304,0.304,0.515775158,1,no,2,0,0
3960,-17.3,GEN1,mRNA,NW_005054318.1:2840800-2862335,-,-,8,10,3.169925001,-0.382,0.382,0.688055491,1,no,1,0,0
5032,-77.9,KBTBD4,mRNA,NW_005054312.1:3468061-3473502,-,-,104,113,6.761551232,-0.104,0.104,0.806876438,1,no,2,0,0
6006,-31.6,LOC102034917,mRNA,NW_005054546.1:7206-10292,-,-,3384,2363,11.48859333,0.518,0.518,0.065255512,0.782351019,no,2,0,0
13742,-6.7,SPDEF,mRNA,NW_005054512.1:392739-396304,+,-,99,116,6.74819285,-0.245,0.245,0.505692297,1,no,2,0,0
3356,3.5,F5,mRNA,NW_005054320.1:2142905-2179509,-,-,1156,913,10.01471793,0.341,0.341,0.393173088,1,no,2,0,0
9365,-38.5,LOC115949508,snoRNA,NW_005054303.1:6696840-6696963,+,-,29,50,5.303780748,-0.778,0.778,0.162917987,0.940689157,no,2,0,0
9910,-11.7,MFSD2B,mRNA,NW_005054306.1:1019654-1056111,+,-,547,319,8.758223215,0.778,0.778,0.006385318,0.460678528,no,2,0,0
11324,66.3,PGM1,mRNA,NW_005054345.1:5197277-5208483,+,-,110,112,6.794415866,-0.023,0.023,0.962625646,1,no,2,0,0
14497,72.4,TMEM119,mRNA,NW_005054362.1:3857542-3860422,-,-,68,70,6.108524457,-0.043,0.043,0.930102972,1,no,2,0,0
81,11.1,ABRACL,mRNA,NW_005054316.1:4019438-4023345,+,-,156,157,7.290018847,-0.012,0.012,0.973511181,1,no,2,0,0
1746,-38.4,CFAP70,mRNA,NW_005054383.1:1699016-1724413,-,-,58,98,6.285402219,-0.743,0.743,0.235870385,0.976797302,no,2,0,0
15991,22.1,ZSWIM5,mRNA,NW_005054347.1:3112129-3142994,-,-,44,41,5.409390936,0.094,0.094,0.873140893,1,no,2,0,0
4468,-15.7,HGSNAT,mRNA,NW_005054304.1:12123683-12134915,-,-,31,37,5.087462841,-0.291,0.291,0.665516472,1,no,2,0,0
5169,10.9,KIAA1614,mRNA,NW_005054493.1:949109-951825,+,-,4,4,2,0.026,0.026,0.979969487,1,no,0,0,0
10405,-25,NAT9,mRNA,NW_005054370.1:3083315-3086760,+,-,220,307,8.041659152,-0.486,0.486,0.145392696,0.918092984,no,2,0,0
10862,-14.2,NUP160,mRNA,NW_005054416.1:1123694-1150230,-,-,228,389,8.269126679,-0.776,0.776,0.050437102,0.730485123,no,2,0,0
13108,54.6,SH2D2A,mRNA,NW_005054582.1:42030-47542,-,-,47,27,5.209453366,0.776,0.776,0.161675421,0.940135406,no,2,0,0
1054,-51.5,BHLHE40,mRNA,NW_005054420.1:1236945-1239584,+,-,24,35,4.882643049,-0.552,0.552,0.436597578,1,no,2,0,0
2442,32.9,CUX1,mRNA,NW_005054387.1:463023-653399,+,-,374,292,8.379378367,0.36,0.36,0.388483454,1,no,2,0,0
7888,4.5,LOC115947642,mRNA,NW_005054535.1:500521-501837,-,-,65,112,6.46760555,-0.775,0.775,0.012144164,0.542409916,no,2,0,0
10966,43.3,OSBPL11,mRNA,NW_005054298.1:7661042-7688844,+,-,245,208,7.82336724,0.236,0.236,0.648099228,1,no,2,0,0
15773,5.6,ZBTB18,mRNA,NW_005054299.1:14363174-14369342,+,-,67,70,6.098032083,-0.054,0.054,0.915087546,1,no,2,0,0
1249,-19.8,CACNB3,mRNA,NW_005054605.1:192048-194295,+,-,182,238,7.714245518,-0.394,0.394,0.377527371,1,no,2,0,0
4066,32.7,GMFB,mRNA,NW_005054303.1:13668370-13679905,+,-,1118,965,10.02444712,0.214,0.214,0.632105442,1,no,2,0,0
10248,21.5,MTSS1,mRNA,NW_005054321.1:5602127-5728357,-,-,440,752,9.21916852,-0.774,0.774,0.027759888,0.633433517,no,2,0,0
10610,38.6,NIPAL1,mRNA,NW_005054297.1:12405818-12410405,+,-,15,12,3.754887502,0.289,0.289,0.694496373,1,no,2,0,0
12619,-20.7,RPGRIP1L,mRNA,NW_005054504.1:1087661-1129050,-,-,107,167,7.098032083,-0.629,0.629,0.073560872,0.802521308,no,2,0,0
13402,-1.3,SLC39A3,mRNA,NW_005054491.1:1093942-1098664,+,-,221,134,7.471675214,0.724,0.724,0.009637722,0.516424534,no,2,0,0
14572,-26.2,TMEM231,mRNA,NW_005054373.1:3654270-3659342,+,-,339,515,8.73809226,-0.602,0.602,0.179406988,0.951891635,no,2,0,0
15175,-0.3,TUBB1,mRNA,NW_005054356.1:1311240-1315285,-,-,14596,8535,13.49754002,0.774,0.774,0.016685798,0.587268532,no,2,0,0
71,-10.2,ABI2,mRNA,NW_005054298.1:22818012-22862546,+,-,66,89,6.276124405,-0.426,0.426,0.354079426,1,no,2,0,0
4565,31.7,HOXA7,mRNA,NW_005054333.1:3413149-3417304,+,-,174,102,7.108524457,0.773,0.773,0.20215111,0.963446383,no,2,0,0
4739,-77.3,IGFBP7,mRNA,NW_005054304.1:6849820-6868145,-,-,10,17,3.754887502,-0.717,0.717,0.431813822,1,no,2,0,0
13746,-2.9,SPECC1L,mRNA,NW_005054483.1:991980-1042090,-,-,234,201,7.764871591,0.217,0.217,0.622053865,1,no,2,0,0
14782,58.5,TPRN,mRNA,NW_005054358.1:1660960-1682786,+,-,51,67,5.882643049,-0.392,0.392,0.514784149,1,no,2,0,0
1376,-28.2,CBX8,mRNA,NW_005054612.1:20364-24074,-,-,439,372,8.663558104,0.239,0.239,0.507076299,1,no,2,0,0
2186,42.6,CREG2,mRNA,NW_005054315.1:7655605-7676818,+,-,9,6,2.906890596,0.742,0.742,0.475909771,1,no,0,0,0
6754,13.1,LOC102039712,mRNA,NW_005054381.1:3341501-3343111,+,-,94,145,6.900866808,-0.624,0.624,0.173854991,0.942355431,no,2,0,0
9198,38.1,LOC115949332,mRNA,NW_005055860.1:900-5310,+,-,224,156,7.569855608,0.523,0.523,0.268180219,0.991003115,no,2,0,0
14299,29.1,TENT5A,mRNA,NW_005054328.1:4033378-4039411,-,-,204,119,7.335390355,0.772,0.772,0.075646844,0.802667307,no,2,0,0
1782,8.5,CHD5,mRNA,NW_005054446.1:145676-169457,-,-,189,234,7.724513853,-0.311,0.311,0.412570323,1,no,2,0,0
2602,15.7,DELE1,mRNA,NW_005054532.1:181886-199399,-,-,60,75,6.076815597,-0.319,0.319,0.453431757,1,no,2,0,0
5171,19.8,KIAA1755,mRNA,NW_005054337.1:2912142-2921213,+,-,10,6,3,0.771,0.771,0.455905379,1,no,1,0,0
10536,5.6,NEMP1,mRNA,NW_005054685.1:96000-103192,-,-,175,298,7.885696373,-0.771,0.771,0.02803134,0.633433517,no,2,0,0
10598,20.6,NICN1,mRNA,NW_005054339.1:332032-335046,-,-,83,52,6.076815597,0.679,0.679,0.162204359,0.940135406,no,2,0,0
11498,-49,PLA2R1,mRNA,NW_005054298.1:14643538-14677802,-,-,553,503,9.044394119,0.137,0.137,0.692632371,1,no,2,0,0
11686,-4,POP4,mRNA,NW_005054408.1:1782871-1785854,-,-,103,100,6.665335917,0.047,0.047,0.885772059,1,no,2,0,0
12808,77.1,S1PR2,mRNA,NW_005054763.1:11284-14899,+,-,20,16,4.169925001,0.298,0.298,0.677803342,1,no,2,0,0
12947,-47.4,SEC22A,mRNA,NW_005054298.1:9026241-9046114,-,-,58,97,6.276124405,-0.731,0.731,0.021651847,0.598528436,no,2,0,0
15930,-38.5,ZNF423,mRNA,NW_005054415.1:526768-711488,-,-,94,150,6.930737338,-0.673,0.673,0.150067558,0.926537966,no,2,0,0
2636,30.1,DFFA,mRNA,NW_005054450.1:1263357-1267181,-,-,420,356,8.599912842,0.241,0.241,0.568848536,1,no,2,0,0
5790,-2.9,LOC102033456,pseudogene,NW_005054438.1:826539-827554,-,-,830,1040,9.868822555,-0.326,0.326,0.405630985,1,no,2,0,0
8536,-33.2,LOC115948484,lnc_RNA,NW_005054415.1:794410-803781,-,-,116,149,7.049848549,-0.347,0.347,0.43829382,1,no,2,0,0
9918,15.1,MGAT2,mRNA,NW_005054303.1:15145458-15146657,-,-,166,137,7.243173983,0.273,0.273,0.591202273,1,no,2,0,0
506,9.4,ANKRD66,mRNA,NW_005054659.1:253489-262096,+,-,10,10,3.321928095,0.056,0.056,0.941860924,1,no,2,0,0
1322,13,CARD8,mRNA,NW_005054309.1:10486659-10497072,+,-,283,326,8.250298418,-0.207,0.207,0.666205297,1,no,2,0,0
3671,-10.8,FKBP7,mRNA,NW_005054298.1:21044313-21048303,-,-,6,5,2.459431619,0.32,0.32,0.716413924,1,no,0,0,0
6416,-16.8,LOC102037595,mRNA,NW_005054303.1:6646646-6666746,-,-,182,205,7.596189756,-0.176,0.176,0.702328277,1,no,2,0,0
7582,-22.8,LOC102045014,mRNA,NW_005054313.1:1232453-1309477,-,-,71,48,5.894817763,0.569,0.569,0.404901639,1,no,2,0,0
12516,-17.1,RNASEH2B,mRNA,NW_005054322.1:5281677-5315618,+,-,77,85,6.339850003,-0.149,0.149,0.757787612,1,no,2,0,0
15524,-3.1,VPS9D1,mRNA,NW_005054373.1:2594412-2602036,-,-,10,18,3.807354922,-0.769,0.769,0.137892707,0.912277286,no,2,0,0
3997,15,GINM1,mRNA,NW_005054392.1:824570-834351,-,-,622,366,8.948367232,0.768,0.768,0.002409023,0.343757175,no,2,0,0
5183,-9.7,KIF16B,mRNA,NW_005054434.1:1716969-1845847,+,-,83,104,6.54689446,-0.321,0.321,0.37769041,1,no,2,0,0
6414,-7.1,LOC102037589,mRNA,NW_005054299.1:14571836-14575087,+,-,33,38,5.14974712,-0.212,0.212,0.643333136,1,no,2,0,0
340,-15.4,AK4,mRNA,NW_005054555.1:36425-46049,+,-,68,113,6.499845887,-0.724,0.724,0.159706156,0.938644041,no,2,0,0
644,24.2,ARHGAP29,mRNA,NW_005054336.1:3444238-3489376,-,-,114,68,6.50779464,0.757,0.757,0.178906938,0.951891635,no,2,0,0
3627,10.1,FGF8,mRNA,NW_005054300.1:5580055-5587368,-,-,42,72,5.832890014,-0.767,0.767,0.074216888,0.802521308,no,2,0,0
4154,69.1,GPI,mRNA,NW_005054484.1:176999-198846,-,-,1299,831,10.05663772,0.646,0.646,0.195517226,0.959614487,no,2,0,0
5193,74.3,KIF23,mRNA,NW_005054366.1:2903498-2920869,+,-,37,33,5.129283017,0.167,0.167,0.786087551,1,no,2,0,0
9789,25.3,MCTP2,mRNA,NW_005054400.1:1481391-1584795,-,-,128,134,7.033423002,-0.064,0.064,0.877464322,1,no,2,0,0
10278,-38.9,MYB,mRNA,NW_005054392.1:1460781-1487012,-,-,25,31,4.807354922,-0.318,0.318,0.514347835,1,no,2,0,0
14160,-15.9,TARS2,mRNA,NW_005054618.1:213252-218214,+,-,194,331,8.036173613,-0.767,0.767,0.017569352,0.598528436,no,2,0,0
14758,-21.8,TPCN2,mRNA,NW_005054402.1:1565727-1586564,-,-,4,8,2.584962501,-0.767,0.767,0.384514044,1,no,0,0,0
641,28.5,ARHGAP25,mRNA,NW_005054689.1:180575-190812,+,-,473,584,9.045759661,-0.303,0.303,0.49307043,1,no,2,0,0
3812,23.5,G0S2,mRNA,NW_005054545.1:793629-794698,+,-,1663,977,10.36632221,0.766,0.766,0.10190645,0.858654823,no,2,0,0
7192,23.9,LOC102042628,mRNA,NW_005054331.1:6580694-6581262,-,-,1608,1524,10.6128685,0.077,0.077,0.858538947,1,no,2,0,0
7724,70.9,LOC106631871,lnc_RNA,NW_005054347.1:3384176-3386204,-,-,22,22,4.459431619,-0.025,0.025,0.970592759,1,no,2,0,0
8112,-7.3,LOC115947934,transcript,NW_005054331.1:1850839-1853212,-,-,3,4,1.807354922,-0.291,0.291,0.834760178,1,no,0,0,0
12875,41.5,SCARF1,mRNA,NW_005054387.1:2088826-2095467,-,-,100,171,7.082149041,-0.766,0.766,0.071947443,0.802521308,no,2,0,0
14703,24.1,TNK2,mRNA,NW_005054309.1:2459785-2480986,+,-,200,267,7.86727874,-0.424,0.424,0.234960664,0.976709745,no,2,0,0
15274,-45.6,UBE3B,mRNA,NW_005054362.1:4101225-4120198,+,-,145,247,7.614709844,-0.766,0.766,0.085530375,0.835657262,no,2,0,0
358,1.2,AKIP1,mRNA,NW_005054416.1:57735-62568,+,-,14,16,3.906890596,-0.164,0.164,0.819531495,1,no,2,0,0
6673,44.8,LOC102039217,mRNA,NW_005054687.1:205254-215798,+,-,16,16,4,-0.028,0.028,0.964879022,1,no,2,0,0
8175,-28.1,LOC115948009,lnc_RNA,NW_005054339.1:5105685-5109719,-,-,1116,1896,10.55650605,-0.765,0.765,0.076910166,0.807095646,no,2,0,0
11801,-10.6,PRADC1,mRNA,NW_005054655.1:5779-10492,+,-,58,100,6.303780748,-0.765,0.765,0.082915456,0.824948163,no,2,0,0
14853,21,TRIM66,mRNA,NW_005054410.1:12562-46252,+,-,52,65,5.87036472,-0.308,0.308,0.442723536,1,no,2,0,0
15673,18.3,WRNIP1,mRNA,NW_005054397.1:1545171-1570072,-,-,44,48,5.523561956,-0.122,0.122,0.835502528,1,no,2,0,0
4825,-4.4,ING3,mRNA,NW_005054324.1:2953097-2967015,+,-,3230,5484,12.0891194,-0.764,0.764,0.021833625,0.600905291,no,2,0,0
9111,-17.7,LOC115949233,mRNA,NW_005055146.1:11597-16644,-,-,18,20,4.247927513,-0.207,0.207,0.812683606,1,no,2,0,0
13638,-20.4,SNX1,mRNA,NW_005054398.1:2114517-2123706,-,-,1919,3258,11.3379006,-0.764,0.764,0.005047737,0.406127518,no,2,0,0
376,-17.5,ALDH4A1,mRNA,NW_005055200.1:3784-17043,-,-,126,77,6.665335917,0.706,0.706,0.145652701,0.919072803,no,2,0,0
772,-33.8,ASCL3,mRNA,NW_005054416.1:72286-75274,-,-,56,95,6.238404739,-0.763,0.763,0.128091434,0.895129755,no,2,0,0
1398,0.8,CCDC138,mRNA,NW_005054315.1:4770145-4804143,-,-,42,63,5.714245518,-0.573,0.573,0.299196697,1,no,2,0,0
5707,-5.1,LOC102032916,mRNA,NW_005054791.1:23163-36378,-,-,29,39,5.087462841,-0.391,0.391,0.495390842,1,no,2,0,0
6410,-52.6,LOC102037571,mRNA,NW_005054456.1:29361-31927,-,-,14,17,3.95419631,-0.32,0.32,0.638752338,1,no,2,0,0
15105,13.3,TSPAN2,mRNA,NW_005054472.1:988203-1006726,-,-,310,252,8.13442632,0.298,0.298,0.510250387,1,no,2,0,0
14276,-18.7,TECPR1,mRNA,NW_005054319.1:3914888-3936723,+,-,158,109,7.060695932,0.528,0.528,0.242376476,0.983789437,no,2,0,0
3177,-20.5,ENPP6,mRNA,NW_005054297.1:18756574-18787640,+,-,50,86,6.087462841,-0.761,0.761,0.140397657,0.915618701,no,2,0,0
6990,27.7,LOC102041048,mRNA,NW_005054334.1:5127162-5136828,-,-,40,50,5.491853096,-0.339,0.339,0.473797002,1,no,2,0,0
9289,-34.9,LOC115949425,mRNA,NW_005059723.1:46-1444,+,-,1128,666,9.808964175,0.761,0.761,0.009928662,0.522345948,no,2,0,0
11428,-26.3,PIK3C3,mRNA,NW_005054378.1:3379520-3446064,+,-,172,235,7.668884984,-0.453,0.453,0.123136588,0.886745542,no,2,0,0
12043,-22,PTPRK,mRNA,NW_005054306.1:11363149-11660582,-,-,13,8,3.392317423,0.602,0.602,0.509574934,1,no,1,0,0
14356,-26.6,TGIF1,mRNA,NW_005054305.1:320312-328273,-,-,46,40,5.426264755,0.191,0.191,0.789952809,1,no,2,0,0
9040,39.7,LOC115949154,mRNA,NW_005054821.1:17297-36771,-,-,142,239,7.573647187,-0.76,0.76,0.140934419,0.915748586,no,2,0,0
10171,-12.3,MSANTD2,mRNA,NW_005054541.1:385721-407877,+,-,204,345,8.100662339,-0.76,0.76,0.028981555,0.636987891,no,2,0,0
10680,9.4,NOL8,mRNA,NW_005054339.1:294-10765,-,-,70,81,6.238404739,-0.204,0.204,0.674832564,1,no,2,0,0
10971,17.9,OSBPL6,mRNA,NW_005054298.1:20935684-21028529,+,-,12,21,4.044394119,-0.732,0.732,0.417963269,1,no,2,0,0
14803,14.5,TRAFD1,mRNA,NW_005054362.1:3601504-3608940,+,-,7308,6294,12.73153118,0.216,0.216,0.680042704,1,no,2,0,0
4424,16.6,HEATR6,mRNA,NW_005054368.1:1131612-1146169,+,-,259,301,8.129283017,-0.215,0.215,0.628273029,1,no,2,0,0
4932,6.1,ITGA2,mRNA,NW_005054335.1:3916385-3980090,-,-,1101,1042,10.06541613,0.08,0.08,0.808422166,1,no,2,0,0
8702,6.3,LOC115948686,lnc_RNA,NW_005054475.1:1366221-1367749,-,-,63,37,5.64385619,0.759,0.759,0.221541915,0.97227033,no,2,0,0
9621,-22.1,MAIP1,mRNA,NW_005054298.1:25461618-25468633,-,-,908,1281,10.09605624,-0.495,0.495,0.155024329,0.938419821,no,2,0,0
10797,36.6,NSUN4,mRNA,NW_005054347.1:3901895-3905473,+,-,32,35,5.06608919,-0.117,0.117,0.801929615,1,no,2,0,0
12460,-13.6,RHOBTB3,mRNA,NW_005054638.1:314326-341612,+,-,364,301,8.37721053,0.274,0.274,0.672603039,1,no,2,0,0
379,2.8,ALDH7A1,mRNA,NW_005054404.1:107819-123209,+,-,206,225,7.751544059,-0.132,0.132,0.743021283,1,no,2,0,0
3756,-4.6,FRMD6,mRNA,NW_005054303.1:14500955-14525941,-,-,25,24,4.614709844,0.094,0.094,0.892904484,1,no,2,0,0
6009,45.1,LOC102034925,mRNA,NW_005055081.1:18799-21915,-,-,20,19,4.285402219,0.064,0.064,0.913159243,1,no,2,0,0
7049,-75.8,LOC102041455,mRNA,NW_005054343.1:1656936-1659385,-,-,11,12,3.523561956,-0.162,0.162,0.857178452,1,no,2,0,0
10443,34.4,NCOA3,mRNA,NW_005054356.1:4692764-4749311,-,-,160,151,7.28077077,0.084,0.084,0.843254691,1,no,2,0,0
10517,18.4,NEIL1,mRNA,NW_005054313.1:10006094-10010230,-,-,69,107,6.459431619,-0.641,0.641,0.152024661,0.932051937,no,2,0,0
12174,-10.2,RAC3,mRNA,NW_005054578.1:164339-167336,-,-,116,155,7.082149041,-0.413,0.413,0.399596515,1,no,2,0,0
13297,-15.8,SLC25A28,mRNA,NW_005054300.1:6391610-6394634,-,-,232,392,8.285402219,-0.758,0.758,0.036284924,0.683426811,no,2,0,0
2101,-12.1,COPS6,mRNA,NW_005054717.1:114627-124792,+,-,3549,3546,11.79258697,0.001,0.001,0.997696219,1,no,2,0,0
10965,-39,OSBPL10,mRNA,NW_005054351.1:4256935-4336750,-,-,105,98,6.665335917,0.099,0.099,0.851655264,1,no,2,0,0
4685,67,ID2,mRNA,NW_005054318.1:7405804-7407896,-,-,843,524,9.416797528,0.686,0.686,0.097627526,0.853235255,no,2,0,0
10167,-32.2,MRTFB,mRNA,NW_005054319.1:6807132-6841653,+,-,24,24,4.584962501,0.006,0.006,0.991410441,1,no,2,0,0
11649,-5,POLE3,mRNA,NW_005054358.1:1290839-1298170,+,-,45,59,5.700439718,-0.406,0.406,0.521927222,1,no,2,0,0
13978,28.9,STT3B,mRNA,NW_005054351.1:4223369-4252138,+,-,226,204,7.74819285,0.154,0.154,0.705613717,1,no,2,0,0
3502,-28.8,FARS2,mRNA,NW_005054376.1:849323-1079622,+,-,82,118,6.64385619,-0.532,0.532,0.159068372,0.938644041,no,2,0,0
3510,49.3,FASTKD5,mRNA,NW_005054548.1:12422-15071,-,-,6263,6073,12.59058705,0.044,0.044,0.938608796,1,no,2,0,0
4433,-4.5,HEG1,mRNA,NW_005054298.1:7909809-7938061,+,-,55,69,5.95419631,-0.32,0.32,0.560719503,1,no,2,0,0
8023,-4.4,LOC115947817,mRNA,NW_005054319.1:2514479-2521647,-,-,17,20,4.209453366,-0.195,0.195,0.703025266,1,no,2,0,0
11563,75.5,PLK2,mRNA,NW_005054335.1:1838883-1844071,+,-,46,51,5.599912842,-0.159,0.159,0.757371789,1,no,2,0,0
13878,-27.7,ST6GAL1,mRNA,NW_005054388.1:770898-801145,-,-,1798,1253,10.57506646,0.522,0.522,0.15661216,0.938644041,no,2,0,0
15612,59.1,WDR60,mRNA,NW_005054424.1:232783-256336,-,-,14,11,3.64385619,0.351,0.351,0.627789589,1,no,2,0,0
2585,-22.1,DDX49,mRNA,NW_005054733.1:122410-132551,-,-,877,1478,10.20151134,-0.754,0.754,0.034380889,0.667479874,no,2,0,0
4716,13.8,IFT43,mRNA,NW_005054301.1:5709433-5752962,-,-,33,45,5.285402219,-0.433,0.433,0.355378657,1,no,2,0,0
11321,-6.8,PGGHG,mRNA,NW_005054416.1:1960782-1969362,+,-,22,37,4.882643049,-0.754,0.754,0.223054614,0.97227033,no,2,0,0
1038,-16.1,BECN1,mRNA,NW_005054559.1:471961-477719,+,-,1139,1919,10.57837269,-0.753,0.753,0.003037662,0.352906484,no,2,0,0
9900,9.7,MFNG,mRNA,NW_005054334.1:2985358-2995277,-,-,86,101,6.54689446,-0.226,0.226,0.637176586,1,no,2,0,0
11724,22.5,PPID,mRNA,NW_005054297.1:27338252-27350825,+,-,72,52,5.95419631,0.496,0.496,0.351893482,1,no,2,0,0
172,-3.9,ADAD1,mRNA,NW_005054435.1:1041266-1057658,+,-,174,130,7.247927513,0.427,0.427,0.303080509,1,no,2,0,0
6738,1.1,LOC102039626,lnc_RNA,NW_005054522.1:837323-916434,+,-,506,641,9.163649676,-0.341,0.341,0.397239919,1,no,2,0,0
9293,48.3,LOC115949429,lnc_RNA,NW_005059903.1:15-1442,+,-,5,3,2,0.729,0.729,0.481160328,1,no,0,0,0
9657,26.8,MAP1S,mRNA,NW_005054491.1:1169449-1189109,+,-,70,92,6.339850003,-0.377,0.377,0.553535393,1,no,2,0,0
12888,-5.2,SCLY,mRNA,NW_005054380.1:9688-15934,+,-,146,171,7.30833903,-0.226,0.226,0.626383441,1,no,2,0,0
14586,14.8,TMEM255A,mRNA,NW_005054314.1:1392808-1418175,-,-,68,40,5.754887502,0.743,0.743,0.130453997,0.89796396,no,2,0,0
5359,-46.9,LAS1L,mRNA,NW_005054456.1:1157624-1169895,+,-,104,110,6.741466986,-0.064,0.064,0.89274303,1,no,2,0,0
6031,19.7,LOC102035063,lnc_RNA,NW_005054357.1:1670089-1731605,+,-,31,52,5.375039431,-0.751,0.751,0.252201829,0.986461213,no,2,0,0
7232,45.8,LOC102042874,mRNA,NW_005054536.1:836659-838740,+,-,2020,3371,11.39633719,-0.739,0.739,0.064231492,0.779321352,no,2,0,0
8107,31.9,LOC115947929,lnc_RNA,NW_005054331.1:6669256-6670242,+,-,225,187,7.686500527,0.265,0.265,0.582306952,1,no,2,0,0
9027,-28.3,LOC115949139,mRNA,NW_005054804.1:53126-57841,-,-,716,426,9.157346935,0.751,0.751,0.037960768,0.696262542,no,2,0,0
1650,24.9,CEL,mRNA,NW_005054329.1:3847048-3851070,-,-,1078,1340,10.23959853,-0.313,0.313,0.516270866,1,no,2,0,0
1677,75,CENPW,mRNA,NW_005054306.1:10719525-10726303,+,-,10,8,3.169925001,0.445,0.445,0.54759337,1,no,1,0,0
5985,-0.188,LOC102034713,mRNA,NW_005054302.1:11948379-11978790,-,-,1,1,0,0.306,0.306,0.874422524,1,no,0,0,0
6795,13.5,LOC102039906,mRNA,NW_005054687.1:82298-112467,+,-,11,12,3.523561956,-0.088,0.088,0.896915533,1,no,2,0,0
7236,7.6,LOC102042928,mRNA,NW_005054595.1:362423-395691,-,-,185,185,7.531381461,0.002,0.002,0.996818129,1,no,2,0,0
13415,14.9,SLC44A5,mRNA,NW_005054529.1:43119-112154,+,-,30,29,4.882643049,0.052,0.052,0.931309443,1,no,2,0,0
14143,-3.8,TAGLN,mRNA,NW_005054447.1:813127-813870,-,-,92,154,6.942514505,-0.743,0.743,0.111231784,0.869845499,no,2,0,0
15217,20.6,TXNRD1,mRNA,NW_005054598.1:304819-332098,-,-,36,32,5.087462841,0.162,0.162,0.781699604,1,no,2,0,0
2331,-15.4,CUNH12orf29,mRNA,NW_005054331.1:1344978-1350528,+,-,134,135,7.071462363,0.002,0.002,0.99618538,1,no,2,0,0
2358,5.6,CUNH17orf75,mRNA,NW_005054395.1:2061160-2069198,-,-,1788,1345,10.61332905,0.411,0.411,0.349699739,1,no,2,0,0
4819,-0.9,IMPG2,mRNA,NW_005054391.1:619302-671393,-,-,281,208,7.933690655,0.432,0.432,0.339830455,1,no,2,0,0
8982,-8.7,LOC115949062,lnc_RNA,NW_005054734.1:122231-122646,+,-,212,169,7.573647187,0.323,0.323,0.469178064,1,no,2,0,0
10769,-16.5,NRIP1,mRNA,NW_005054432.1:854310-920826,+,-,144,174,7.312882955,-0.272,0.272,0.616796924,1,no,2,0,0
13068,-14.3,SFN,mRNA,NW_005054436.1:438210-439307,-,-,104,72,6.459431619,0.53,0.53,0.160333047,0.938644041,no,2,0,0
14631,-12.9,TMEM67,mRNA,NW_005054344.1:4397891-4429331,+,-,70,118,6.554588852,-0.749,0.749,0.056259243,0.761413757,no,2,0,0
1512,-36,CCT4,mRNA,NW_005054341.1:1957697-1963128,+,-,878,898,9.794415866,-0.033,0.033,0.938593346,1,no,2,0,0
2530,-20.9,DCLRE1A,mRNA,NW_005054300.1:456065-470986,+,-,24,41,5.022367813,-0.748,0.748,0.209118131,0.968510288,no,2,0,0
