Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg UCRA,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
3967,0.00405,GFM2,mRNA,NW_005054476.1:408890-426469,+,-,561,424,8.943979914,0.405,0.405,0.13180217,0.2724456,no,2,0,0
4826,0.00405,ING4,mRNA,NW_005054320.1:7922280-7935996,-,-,467,431,8.810571635,0.115,0.115,0.499759808,0.663690133,no,2,0,0
5315,0.00405,L3MBTL2,mRNA,NW_005054334.1:4661984-4681742,+,-,172,228,7.64385619,-0.405,0.405,0.024153155,0.082300885,no,2,0,0
14163,0.00405,TAS1R3,mRNA,NW_005054450.1:73630-79183,-,-,76,62,6.108524457,0.301,0.301,0.366605632,0.544967552,no,2,0,0
4400,0.00404,HDAC1,mRNA,NW_005054436.1:1820927-1832692,+,-,86,115,6.651051691,-0.404,0.404,0.094737637,0.216474969,no,2,0,0
10801,0.00404,NT5C,mRNA,NW_005054370.1:2842318-2845017,+,-,391,296,8.424166289,0.4,0.4,0.268576419,0.443344335,no,2,0,0
15772,0.00404,ZBTB17,mRNA,NW_005054475.1:699509-708451,-,-,10868,9372,13.30492167,0.214,0.214,0.180767021,0.338813632,no,2,0,0
998,0.00403,BBS9,mRNA,NW_005054361.1:328622-617593,-,-,92,73,6.366322214,0.325,0.325,0.187784727,0.346969623,no,2,0,0
2537,0.00403,DCPS,mRNA,NW_005054541.1:589935-610425,+,-,909,858,9.787086325,0.083,0.083,0.670597599,0.797331884,no,2,0,0
4452,0.00403,HES1,mRNA,NW_005054309.1:247370-248759,-,-,27,35,4.95419631,-0.403,0.403,0.174526535,0.330916583,no,2,0,0
5102,0.00403,KCTD10,mRNA,NW_005054362.1:4088635-4098506,-,-,174,231,7.661778098,-0.403,0.403,0.061253312,0.159321074,no,2,0,0
5576,0.00403,LOC102031974,mRNA,NW_005054571.1:185243-193340,-,-,846,1119,9.940313597,-0.403,0.403,0.013126242,0.053114366,no,2,0,0
5852,0.00403,LOC102033908,mRNA,NW_005054597.1:480523-495474,-,-,191,187,7.562242424,0.025,0.025,0.934179266,0.966220897,no,2,0,0
6656,0.00403,LOC102039113,mRNA,NW_005055405.1:9748-11247,+,-,35,42,5.266786541,-0.245,0.245,0.351001617,0.529812945,no,2,0,0
9125,0.00403,LOC115949248,mRNA,NW_005055229.1:42-1731,-,-,49,57,5.727920455,-0.228,0.228,0.539957502,0.698805465,no,2,0,0
9814,0.00403,MED10,mRNA,NW_005054461.1:1410984-1416969,+,-,2931,2217,11.32979634,0.403,0.403,0.027121329,0.089259793,no,2,0,0
10731,0.00403,NPTX2,mRNA,NW_005054319.1:3809138-3818934,-,-,8,7,2.906890596,0.271,0.271,0.504348638,0.667683865,no,0,0,0
11838,0.00403,PRKAA1,mRNA,NW_005054401.1:2368865-2384138,-,-,1868,1413,10.67991988,0.403,0.403,0.078327202,0.188698452,no,2,0,0
13234,0.00403,SLC15A4,mRNA,NW_005054362.1:898575-918566,+,-,511,431,8.87958325,0.248,0.248,0.150385884,0.298891944,no,2,0,0
14101,0.00403,SYTL3,mRNA,NW_005054316.1:6037426-6068335,-,-,147,194,7.413627929,-0.403,0.403,0.147666072,0.294946071,no,2,0,0
14124,0.00403,TAF15,mRNA,NW_005054387.1:1009196-1026371,+,-,1387,1050,10.25089054,0.403,0.403,0.032599275,0.101400641,no,2,0,0
15225,0.00403,TYW3,mRNA,NW_005054529.1:181128-187344,-,-,479,633,9.118941073,-0.403,0.403,0.045648105,0.128801508,no,2,0,0
254,0.00402,ADPGK,mRNA,NW_005054398.1:2586665-2592000,-,-,58,69,5.988684687,-0.263,0.263,0.257273056,0.430652724,no,2,0,0
1858,0.00402,CIB1,mRNA,NW_005054366.1:3573875-3578517,-,-,750,963,9.742309436,-0.362,0.362,0.06256819,0.161590375,no,2,0,0
2866,0.00402,DQX1,mRNA,NW_005054743.1:35-9895,+,-,422,399,8.681238412,0.08,0.08,0.716201922,0.829718029,no,2,0,0
3172,0.00402,ENPP1,mRNA,NW_005054392.1:2909240-2964374,-,-,65,70,6.076815597,-0.128,0.128,0.646314521,0.780280907,no,2,0,0
4483,0.00402,HIGD1A,mRNA,NW_005054474.1:733609-740653,-,-,1855,2451,11.0721326,-0.402,0.402,0.023953439,0.081890785,no,2,0,0
5368,0.00402,LCA5,mRNA,NW_005054328.1:3078510-3095932,-,-,64,74,6.108524457,-0.208,0.208,0.389906077,0.567910502,no,2,0,0
5637,0.00402,LOC102032433,mRNA,NW_005054320.1:2316621-2331836,-,-,258,340,8.224001674,-0.402,0.402,0.043693757,0.125045037,no,2,0,0
7801,0.00402,LOC106632099,mRNA,NW_005054739.1:44284-49595,+,-,203,259,7.851749041,-0.353,0.353,0.173609662,0.329853918,no,2,0,0
11603,0.00402,PMM2,mRNA,NW_005054319.1:8311137-8316814,-,-,22,26,4.584962501,-0.232,0.232,0.492486166,0.657597134,no,2,0,0
11746,0.00402,PPM1M,mRNA,NW_005054339.1:2809783-2816141,+,-,97,128,6.813781191,-0.402,0.402,0.121924808,0.25763297,no,2,0,0
11951,0.00402,PSMC5,mRNA,NW_005054524.1:873389-877503,-,-,26724,22498,14.58701566,0.248,0.248,0.167618834,0.322008062,no,2,0,0
12042,0.00402,PTPRJ,mRNA,NW_005054437.1:486968-602572,+,-,527,697,9.257387843,-0.402,0.402,0.033504716,0.103363543,no,2,0,0
14104,0.00402,SYVN1,mRNA,NW_005054757.1:2173-9462,-,-,1996,2637,11.17773097,-0.402,0.402,0.050900788,0.13948286,no,2,0,0
376,0.00401,ALDH4A1,mRNA,NW_005055200.1:3784-17043,-,-,157,119,7.108524457,0.401,0.401,0.147898861,0.295146821,no,2,0,0
628,0.00401,ARHGAP1,mRNA,NW_005054312.1:2770959-2794954,-,-,189,244,7.758223215,-0.372,0.372,0.039804629,0.116502048,no,2,0,0
2944,0.00401,DYNLT1,mRNA,NW_005054316.1:6074456-6079677,+,-,126,148,7.098032083,-0.237,0.237,0.24520488,0.416950465,no,2,0,0
11151,0.00401,PCGF1,mRNA,NW_005054743.1:29514-31918,+,-,3172,2653,11.50804233,0.258,0.258,0.216251679,0.38081546,no,2,0,0
11520,0.00401,PLCL1,mRNA,NW_005054298.1:26036685-26215191,-,-,18,21,4.285402219,-0.222,0.222,0.523225846,0.68437685,no,2,0,0
12584,0.00401,RNPC3,mRNA,NW_005054336.1:5968690-6015335,+,-,684,536,9.252665432,0.353,0.353,0.121211375,0.256649879,no,2,0,0
74,0.004,ABL1,mRNA,NW_005054329.1:4683045-4760723,-,-,64,82,6.189824559,-0.355,0.355,0.228788119,0.39607649,no,2,0,0
1075,0.004,BLOC1S4,mRNA,NW_005054311.1:8027158-8033891,-,-,1997,1525,10.78217919,0.39,0.39,0.072190868,0.178156176,no,2,0,0
1288,0.004,CAMKK1,mRNA,NW_005054531.1:711454-765009,+,-,5,6,2.459431619,-0.26,0.26,0.617981862,0.760091615,no,0,0,0
2701,0.004,DIS3L2,mRNA,NW_005054309.1:3011805-3188865,+,-,727,673,9.451211112,0.112,0.112,0.513723943,0.675572044,no,2,0,0
2840,0.004,DPF2,mRNA,NW_005054757.1:40697-60091,+,-,46,40,5.426264755,0.214,0.214,0.486795778,0.653363636,no,2,0,0
3349,0.004,F13A1,mRNA,NW_005054376.1:1203780-1265059,-,-,9892,8311,13.15188862,0.251,0.251,0.141395067,0.286528872,no,2,0,0
6548,0.004,LOC102038420,mRNA,NW_005054441.1:748224-751394,+,-,1355,1498,10.47826403,-0.145,0.145,0.515480485,0.677221545,no,2,0,0
7639,0.004,LOC102045344,mRNA,NW_005054308.1:11437369-11438299,+,-,459,388,8.726218159,0.24,0.24,0.3002499,0.479452136,no,2,0,0
8421,0.004,LOC115948344,lnc_RNA,NW_005054299.1:12913001-12919503,+,-,8,11,3.247927513,-0.4,0.4,0.269001583,0.443753708,no,1,0,0
9990,0.004,MLH1,mRNA,NW_005054364.1:3561366-3578989,+,-,340,260,8.22881869,0.391,0.391,0.017378179,0.064806898,no,2,0,0
12711,0.004,RPS7,mRNA,NW_005054406.1:1105953-1112873,-,-,37145,32696,15.0917866,0.184,0.184,0.439071062,0.611622143,no,2,0,0
13497,0.004,SLF1,mRNA,NW_005054352.1:2758850-2791279,+,-,17,17,4.087462841,0.053,0.053,0.901468705,0.94635011,no,2,0,0
13558,0.004,SMIM15,mRNA,NW_005054335.1:886331-888148,+,-,513,566,9.075479149,-0.141,0.141,0.432900629,0.606130193,no,2,0,0
14162,0.004,TAS1R1,mRNA,NW_005054446.1:224740-228337,+,-,26,24,4.64385619,0.068,0.068,0.83255817,0.903331677,no,2,0,0
510,0.00399,ANKS3,mRNA,NW_005054383.1:2061540-2072992,+,-,513,416,8.859534786,0.304,0.304,0.105785063,0.233314092,no,2,0,0
1087,0.00399,BMP3,mRNA,NW_005054304.1:477081-488323,+,-,173,150,7.335390355,0.207,0.207,0.467120683,0.637351891,no,2,0,0
1871,0.00399,CISD1,mRNA,NW_005054389.1:694777-707726,-,-,8243,8752,13.05282274,-0.086,0.086,0.606467982,0.751669114,no,2,0,0
3770,0.00399,FSD1L,mRNA,NW_005054468.1:156847-198272,+,-,474,451,8.853309555,0.07,0.07,0.843247837,0.909829946,no,2,0,0
4945,0.00399,ITGB3BP,mRNA,NW_005054345.1:5147000-5164283,-,-,58,76,6.06608919,-0.399,0.399,0.14725016,0.294428174,no,2,0,0
6377,0.00399,LOC102037287,mRNA,NW_005054449.1:435476-443437,+,-,794,622,9.46760555,0.353,0.353,0.049393361,0.136413923,no,2,0,0
11392,0.00399,PIBF1,mRNA,NW_005054327.1:5044191-5150927,-,-,51,44,5.569855608,0.214,0.214,0.342524811,0.521843114,no,2,0,0
11438,0.00399,PIK3R6,mRNA,NW_005054457.1:1018406-1030324,+,-,179,218,7.632995197,-0.287,0.287,0.328929647,0.508294998,no,2,0,0
12067,0.00399,PUS10,mRNA,NW_005054341.1:2268559-2293789,+,-,21,24,4.491853096,-0.178,0.178,0.57018582,0.723172588,no,2,0,0
14111,0.00399,TACC1,mRNA,NW_005054535.1:750078-774370,-,-,1090,1438,10.30378075,-0.399,0.399,0.015106149,0.058305353,no,2,0,0
970,0.00398,BAHD1,mRNA,NW_005054416.1:1319047-1333184,-,-,253,250,7.97441459,0.019,0.019,0.934899307,0.966626341,no,2,0,0
7234,0.00398,LOC102042895,mRNA,NW_005054315.1:8856654-8861671,+,-,26303,33118,14.85868526,-0.332,0.332,0.150521714,0.299018982,no,2,0,0
7407,0.00398,LOC102044029,mRNA,NW_005054416.1:1280587-1284439,-,-,7710,5850,12.72706956,0.398,0.398,0.015813712,0.060389042,no,2,0,0
8066,0.00398,LOC115947880,lnc_RNA,NW_005054328.1:5646546-5651190,-,-,1115,846,9.93737382,0.398,0.398,0.086299272,0.201980881,no,2,0,0
11244,0.00398,PDP1,mRNA,NW_005054344.1:4452879-4459726,+,-,47,62,5.768184325,-0.398,0.398,0.112805905,0.24415175,no,2,0,0
13530,0.00398,SMARCAD1,mRNA,NW_005054304.1:8942733-8982748,+,-,234,250,7.918863237,-0.094,0.094,0.638408336,0.775292598,no,2,0,0
14654,0.00398,TMPO,mRNA,NW_005054331.1:5112247-5159778,+,-,1892,1437,10.70087316,0.398,0.398,0.017943272,0.066208402,no,2,0,0
2291,0.00397,CTSB,mRNA,NW_005054377.1:2306141-2313115,+,-,5162,3921,12.14895316,0.397,0.397,0.013626809,0.054325309,no,2,0,0
7565,0.00397,LOC102044935,mRNA,NW_005054582.1:571528-585759,-,-,4139,3144,11.83031713,0.397,0.397,0.22042129,0.385913437,no,2,0,0
9668,0.00397,MAP3K14,mRNA,NW_005054518.1:561893-582935,-,-,551,691,9.278449458,-0.325,0.325,0.197416446,0.357493677,no,2,0,0
10497,0.00397,NDUFV2,mRNA,NW_005054350.1:5180745-5218474,-,-,193,146,7.405141463,0.396,0.396,0.074539981,0.182194078,no,2,0,0
11653,0.00397,POLH,mRNA,NW_005054299.1:18507544-18516496,+,-,470,358,8.693486957,0.397,0.397,0.186213198,0.345111745,no,2,0,0
13481,0.00397,SLC9A1,mRNA,NW_005054436.1:341920-367603,+,-,574,586,9.17990909,-0.028,0.028,0.9292273,0.963466245,no,2,0,0
15160,0.00397,TTL,mRNA,NW_005054341.1:5721967-5733849,+,-,1854,2441,11.06844242,-0.397,0.397,0.026524306,0.087814331,no,2,0,0
15317,0.00397,UFM1,mRNA,NW_005054322.1:6915902-6924428,-,-,709,739,9.499845887,-0.058,0.058,0.793761716,0.879724873,no,2,0,0
1316,0.00396,CAPZA1,mRNA,NW_005054566.1:434157-444369,+,-,1071,1356,10.24495839,-0.34,0.34,0.071452872,0.176816483,no,2,0,0
2098,0.00396,COPS3,mRNA,NW_005054399.1:228381-239079,-,-,16775,15474,13.9769668,0.116,0.116,0.553437841,0.709501517,no,2,0,0
2148,0.00396,CPNE9,mRNA,NW_005054317.1:6597610-6602649,-,-,100,91,6.577428828,0.129,0.129,0.735905261,0.843366855,no,2,0,0
4056,0.00396,GLTP,mRNA,NW_005054330.1:8133-9982,-,-,1347,1092,10.25207404,0.304,0.304,0.194091811,0.353768951,no,2,0,0
4224,0.00396,GPSM2,mRNA,NW_005054357.1:1021354-1037445,+,-,174,163,7.396604781,0.089,0.089,0.587179744,0.735958395,no,2,0,0
6378,0.00396,LOC102037296,mRNA,NW_005056211.1:697-2613,+,-,41,31,5.169925001,0.396,0.396,0.193977005,0.353627552,no,2,0,0
8414,0.00396,LOC115948331,lnc_RNA,NW_005054377.1:2313695-2315432,+,-,4164,3165,11.83940065,0.396,0.396,0.013517801,0.054085788,no,2,0,0
9867,0.00396,METAP2,mRNA,NW_005054331.1:4047874-4064308,+,-,25028,19024,14.4269199,0.396,0.396,0.026289018,0.087200337,no,2,0,0
10242,0.00396,MTR,mRNA,NW_005054348.1:1404020-1455700,-,-,44,38,5.357552005,0.184,0.184,0.637285666,0.774533036,no,2,0,0
10484,0.00396,NDUFB10,mRNA,NW_005054399.1:1515368-1516258,+,-,287,355,8.326429487,-0.308,0.308,0.283837382,0.461061572,no,2,0,0
10563,0.00396,NFE2L1,mRNA,NW_005054664.1:2535-13333,+,-,217,285,7.971543554,-0.396,0.396,0.051206109,0.139999194,no,2,0,0
11609,0.00396,PMVK,mRNA,NW_005054546.1:696192-697387,-,-,112,112,6.807354922,-0.007,0.007,0.978450997,0.989817929,no,2,0,0
14338,0.00396,TFDP2,mRNA,NW_005054371.1:2748151-2797023,-,-,177,233,7.6794801,-0.396,0.396,0.022099484,0.077396841,no,2,0,0
1566,0.00395,CDC37L1,mRNA,NW_005054390.1:454334-462086,+,-,4161,4507,12.08148344,-0.115,0.115,0.616052917,0.758709975,no,2,0,0
4921,0.00395,ISM2,mRNA,NW_005054301.1:4933855-4954725,+,-,2,2,1,0.244,0.244,0.719684814,0.832413904,no,0,0,0
9532,0.00395,LRWD1,mRNA,NW_005054387.1:755105-771214,+,-,544,428,8.924812504,0.343,0.343,0.083265597,0.197045808,no,2,0,0
9963,0.00395,MINDY3,mRNA,NW_005054307.1:9473519-9512363,-,-,16410,16597,14.0104844,-0.016,0.016,0.927971064,0.962679433,no,2,0,0
10097,0.00395,MRM3,mRNA,NW_005054368.1:3025230-3026892,+,-,452,359,8.663558104,0.336,0.336,0.114611717,0.247015349,no,2,0,0
10345,0.00395,MYORG,mRNA,NW_005054378.1:7576-9680,-,-,26,35,4.930737338,-0.395,0.395,0.207484868,0.370027275,no,2,0,0
13424,0.00395,SLC48A1,mRNA,NW_005054600.1:392310-394171,-,-,9347,12116,13.38956412,-0.374,0.374,0.064909827,0.165664167,no,2,0,0
13650,0.00395,SNX22,mRNA,NW_005054398.1:2109959-2111147,-,-,970,737,9.737247343,0.395,0.395,0.30197351,0.480823202,no,2,0,0
14606,0.00395,TMEM38B,mRNA,NW_005054468.1:265697-277716,+,-,4799,5763,12.36659543,-0.264,0.264,0.234864915,0.403996022,no,2,0,0
15163,0.00395,TTLL12,mRNA,NW_005054426.1:2088946-2126032,+,-,438,370,8.658211483,0.248,0.248,0.314343383,0.493702366,no,2,0,0
390,0.00394,ALG5,mRNA,NW_005054322.1:7558422-7577719,+,-,1428,1190,10.35424938,0.263,0.263,0.127605542,0.266277486,no,2,0,0
1976,0.00394,CNGB1,mRNA,NW_005054343.1:4384552-4409935,-,-,250,237,7.927777962,0.073,0.073,0.74208204,0.846168429,no,2,0,0
5118,0.00394,KDELR2,mRNA,NW_005054319.1:4229568-4235462,-,-,178,185,7.503825738,-0.059,0.059,0.722964624,0.834158505,no,2,0,0
5293,0.00394,KPNA4,mRNA,NW_005054309.1:10393957-10407633,+,-,101872,77532,16.45285253,0.394,0.394,0.034348098,0.105130942,no,2,0,0
5891,0.00394,LOC102034149,transcript,NW_005054763.1:15459-16050,+,-,13,13,3.700439718,-0.019,0.019,0.967688381,0.984903886,no,2,0,0
9231,0.00394,LOC115949365,mRNA,NW_005056606.1:324-933,+,-,371,312,8.415741768,0.248,0.248,0.164732013,0.317959016,no,2,0,0
10173,0.00394,MSANTD4,mRNA,NW_005054302.1:5812705-5820556,+,-,80,60,6.129283017,0.394,0.394,0.131476207,0.27213241,no,2,0,0
11255,0.00394,PDXDC1,mRNA,NW_005054319.1:6072793-6091978,+,-,117,154,7.082149041,-0.394,0.394,0.078195187,0.188639147,no,2,0,0
14246,0.00394,TCIRG1,mRNA,NW_005054416.1:1220381-1224207,+,-,210,202,7.686500527,0.051,0.051,0.840189229,0.907867033,no,2,0,0
14364,0.00394,THAP4,mRNA,NW_005054380.1:1976122-1993051,+,-,5156,4918,12.29834902,0.068,0.068,0.773879115,0.865102448,no,2,0,0
2183,0.00393,CREBL2,mRNA,NW_005054326.1:2963074-2974744,+,-,79895,94236,16.40981354,-0.238,0.238,0.255907283,0.429134598,no,2,0,0
2807,0.00393,DNMT1,mRNA,NW_005054867.1:2605-33663,+,-,112,98,6.714245518,0.192,0.192,0.532602391,0.69258236,no,2,0,0
2904,0.00393,DTX2,mRNA,NW_005054387.1:797817-835139,-,-,2062,1725,10.88683971,0.257,0.257,0.166697443,0.320562002,no,2,0,0
5089,0.00393,KCNQ1,mRNA,NW_005054437.1:997645-1328242,-,-,153,200,7.463524373,-0.393,0.393,0.031587674,0.098932691,no,2,0,0
7482,0.00393,LOC102044462,mRNA,NW_005054334.1:6374843-6375610,+,-,11,11,3.459431619,-0.018,0.018,0.971112752,0.986175632,no,2,0,0
10976,0.00393,OSGEP,mRNA,NW_005054899.1:29170-41194,+,-,297,286,8.187352073,0.053,0.053,0.83088956,0.902544662,no,2,0,0
13102,0.00393,SGTA,mRNA,NW_005054491.1:1081545-1092068,+,-,198,151,7.447083226,0.393,0.393,0.046841783,0.131292113,no,2,0,0
13422,0.00393,SLC46A3,mRNA,NW_005054302.1:505783-518706,+,-,16810,20787,14.19832993,-0.306,0.306,0.210578158,0.373730282,no,2,0,0
62,0.00392,ABHD17B,mRNA,NW_005054352.1:4550168-4568815,+,-,4957,4155,12.15355203,0.255,0.255,0.369023504,0.547431815,no,2,0,0
881,0.00392,ATP6V0C,mRNA,NW_005054383.1:442390-444436,-,-,5065,4588,12.23676166,0.143,0.143,0.419783132,0.594097792,no,2,0,0
1872,0.00392,CISH,mRNA,NW_005054339.1:1065747-1074721,+,-,23209,24309,14.53618649,-0.067,0.067,0.794124627,0.879826788,no,2,0,0
2324,0.00392,CUNH11orf53,mRNA,NW_005054449.1:143763-154553,-,-,1,1,0,-0.163,0.163,0.877873436,0.932079133,no,0,0,0
2408,0.00392,CUNH4orf33,mRNA,NW_005054527.1:157962-163515,-,-,596,455,9.037546954,0.392,0.392,0.027933454,0.091172828,no,2,0,0
4605,0.00392,HS6ST1,mRNA,NW_005054388.1:2832711-3026309,+,-,242,261,7.97441459,-0.116,0.116,0.590732709,0.738672307,no,2,0,0
5129,0.00392,KDM4C,mRNA,NW_005054390.1:1118029-1355125,+,-,1260,960,10.11634396,0.392,0.392,0.122876254,0.25897297,no,2,0,0
7784,0.00392,LOC106632050,lnc_RNA,NW_005054617.1:83527-86601,-,-,318,392,8.471675214,-0.303,0.303,0.104486749,0.231576985,no,2,0,0
8756,0.00392,LOC115948757,lnc_RNA,NW_005054509.1:261540-263591,-,-,119,123,6.918863237,-0.044,0.044,0.862709626,0.921770443,no,2,0,0
10568,0.00392,NFIC,mRNA,NW_005054441.1:871197-903619,+,-,586,482,9.060695932,0.284,0.284,0.223966776,0.38999079,no,2,0,0
12684,0.00392,RPS16,mRNA,NW_005054310.1:1643533-1646397,-,-,4354,3374,11.91587938,0.368,0.368,0.121330139,0.256715529,no,2,0,0
13444,0.00392,SLC5A3,mRNA,NW_005054454.1:1028270-1036537,-,-,177,231,7.672425342,-0.392,0.392,0.127944572,0.266685648,no,2,0,0
14806,0.00392,TRAK2,mRNA,NW_005054298.1:25057175-25077624,+,-,443,481,8.851749041,-0.12,0.12,0.446502657,0.618805981,no,2,0,0
14874,0.00392,TRMT44,mRNA,NW_005054372.1:2411342-2430851,-,-,119,112,6.851749041,0.097,0.097,0.65846409,0.789057159,no,2,0,0
15367,0.00392,URB2,mRNA,NW_005054348.1:4085400-4102255,+,-,210,160,7.531381461,0.392,0.392,0.064134735,0.164302481,no,2,0,0
15989,0.00392,ZRANB3,mRNA,NW_005054298.1:4910171-4950173,+,-,103,78,6.499845887,0.392,0.392,0.080105108,0.191660512,no,2,0,0
445,0.00391,ANAPC2,mRNA,NW_005054358.1:1688372-1698131,+,-,285,346,8.301496195,-0.278,0.278,0.124758001,0.261632786,no,2,0,0
3546,0.00391,FBXO22,mRNA,NW_005054313.1:8996760-9005117,+,-,11552,15149,13.70460615,-0.391,0.391,0.036083347,0.109132514,no,2,0,0
7025,0.00391,LOC102041273,lnc_RNA,NW_005054314.1:3880304-3890518,+,-,398,428,8.689997971,-0.107,0.107,0.675363977,0.800511295,no,2,0,0
10381,0.00391,NADK2,mRNA,NW_005054401.1:540010-563869,-,-,20274,17314,14.19798453,0.228,0.228,0.265617204,0.439559659,no,2,0,0
10482,0.00391,NDUFAF7,mRNA,NW_005054299.1:15770609-15777055,-,-,175,134,7.271463028,0.391,0.391,0.043541457,0.124696621,no,2,0,0
11499,0.00391,PLAA,mRNA,NW_005054379.1:3077709-3095615,+,-,4874,3716,12.06844242,0.391,0.391,0.087560458,0.203802793,no,2,0,0
11906,0.00391,PRRC1,mRNA,NW_005054552.1:22539-48302,+,-,289,221,7.994353437,0.391,0.391,0.073182522,0.180022828,no,2,0,0
13594,0.00391,SNAI1,mRNA,NW_005054356.1:4104471-4107241,-,-,4,5,2.169925001,-0.391,0.391,0.496481382,0.660381316,no,0,0,0
14509,0.00391,TMEM132A,mRNA,NW_005054416.1:2449850-2454764,-,-,125,164,7.174925683,-0.391,0.391,0.037923194,0.11268725,no,2,0,0
15959,0.00391,ZNF687,mRNA,NW_005054853.1:29278-39598,-,-,398,332,8.511752654,0.26,0.26,0.139724619,0.284113688,no,2,0,0
232,0.0039,ADGRF5,mRNA,NW_005054306.1:2267948-2309122,+,-,4629,3533,11.994707,0.39,0.39,0.017416964,0.064892238,no,2,0,0
1010,0.0039,BCKDHB,mRNA,NW_005054328.1:3362409-3469252,+,-,25,32,4.832890014,-0.39,0.39,0.211480096,0.374587792,no,2,0,0
1945,0.0039,CLTCL1,mRNA,NW_005054330.1:4177211-4203494,+,-,11,14,3.64385619,-0.39,0.39,0.318375295,0.497812099,no,2,0,0
3282,0.0039,ESS2,mRNA,NW_005054330.1:4247417-4254728,+,-,2727,2469,11.34318572,0.143,0.143,0.373187771,0.551537649,no,2,0,0
4043,0.0039,GLOD5,mRNA,NW_005054504.1:106632-107384,+,-,3,4,1.807354922,-0.029,0.029,0.972118812,0.986542657,no,0,0,0
4730,0.0039,IGF2BP2,mRNA,NW_005054380.1:1528303-1540659,+,-,7,7,2.807354922,0.138,0.138,0.796667609,0.881207964,no,0,0,0
4944,0.0039,ITGB3,mRNA,NW_005054524.1:157556-178853,-,-,1696,2102,10.89102419,-0.309,0.309,0.148594513,0.296390131,no,2,0,0
5522,0.0039,LOC102031594,mRNA,NW_005054304.1:10853825-10859819,-,-,9,11,3.321928095,-0.29,0.29,0.469365386,0.639416982,no,1,0,0
12732,0.0039,RRP15,mRNA,NW_005054299.1:1526447-1547199,-,-,613,492,9.109830654,0.318,0.318,0.264616763,0.438568163,no,2,0,0
13828,0.0039,SRP72,mRNA,NW_005054304.1:11175227-11189027,-,-,5852,5455,12.46492858,0.101,0.101,0.575471385,0.726939348,no,2,0,0
13957,0.0039,STN1,mRNA,NW_005054300.1:4004775-4042485,+,-,12,15,3.754887502,-0.34,0.34,0.397896238,0.574869441,no,2,0,0
15895,0.0039,ZMYND12,mRNA,NW_005054475.1:74880-91840,+,-,23,28,4.672425342,-0.26,0.26,0.397642999,0.574639193,no,2,0,0
3017,0.00389,EFCAB1,mRNA,NW_005054307.1:7060528-7065645,+,-,416,318,8.519636253,0.389,0.389,0.10820853,0.237163807,no,2,0,0
3064,0.00389,EIF2B3,mRNA,NW_005054347.1:2984747-3084029,-,-,1953,1558,10.77766628,0.327,0.327,0.037563436,0.112069245,no,2,0,0
3272,0.00389,ESF1,mRNA,NW_005054469.1:522023-552485,-,-,268,205,7.885696373,0.389,0.389,0.040654126,0.118549481,no,2,0,0
5915,0.00389,LOC102034284,mRNA,NW_005054334.1:3161627-3162291,+,-,575337,651520,19.22653567,-0.179,0.179,0.329183788,0.508386675,no,2,0,0
6977,0.00389,LOC102040982,mRNA,NW_005054559.1:439342-445546,+,-,190,145,7.388017285,0.389,0.389,0.107365132,0.235821908,no,2,0,0
9579,0.00389,LYRM7,mRNA,NW_005054355.1:2443628-2451414,-,-,152,122,7.098032083,0.328,0.328,0.122502323,0.258531694,no,2,0,0
10244,0.00389,MTREX,mRNA,NW_005054335.1:3033361-3078816,-,-,1031,788,9.828929828,0.389,0.389,0.028064601,0.091503304,no,2,0,0
11440,0.00389,PIM1,mRNA,NW_005054472.1:1118618-1121339,-,-,28625,37206,15.00647949,-0.378,0.378,0.021940625,0.077034435,no,2,0,0
11965,0.00389,PSMD9,mRNA,NW_005054362.1:2975815-2979522,+,-,117987,131370,16.92785318,-0.155,0.155,0.491717404,0.657084421,no,2,0,0
12721,0.00389,RRAGD,mRNA,NW_005054332.1:4439281-4452339,-,-,933,744,9.711666974,0.328,0.328,0.207465097,0.370027275,no,2,0,0
12733,0.00389,RRP1B,mRNA,NW_005054438.1:472138-489582,-,-,737,781,9.567956075,-0.081,0.081,0.712394704,0.827814006,no,2,0,0
14761,0.00389,TPD52L2,mRNA,NW_005054337.1:1932026-1947557,-,-,820,626,9.497851837,0.389,0.389,0.0888463,0.206129477,no,2,0,0
13,0.00388,AARS1,mRNA,NW_005054343.1:3596383-3610154,-,-,1083,828,9.900112063,0.388,0.388,0.080545448,0.192375715,no,2,0,0
484,0.00388,ANKRD17,mRNA,NW_005054520.1:66867-102174,+,-,8897,11640,13.32593783,-0.388,0.388,0.032196718,0.100378003,no,2,0,0
1701,0.00388,CEP63,mRNA,NW_005054380.1:566103-605854,+,-,88,115,6.665335917,-0.388,0.388,0.083192049,0.196967755,no,2,0,0
3553,0.00388,FBXO33,mRNA,NW_005054301.1:6678412-6697547,+,-,5987,4576,12.36673201,0.388,0.388,0.044020128,0.125704531,no,2,0,0
5657,0.00388,LOC102032592,lnc_RNA,NW_005054307.1:5381973-5384449,+,-,938,717,9.692615502,0.388,0.388,0.111340453,0.242035008,no,2,0,0
6234,0.00388,LOC102036382,mRNA,NW_005054416.1:2208640-2210624,+,-,7,6,2.700439718,0.212,0.212,0.721812144,0.833446882,no,0,0,0
