Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mUCRA,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
7343,0,LOC102043577,mRNA,NW_005054343.1:3343773-3349025,-,-,141,195,7.4,-0.5,0.5,0.08,0.22,no,2,0,0
14874,-46,TRMT44,mRNA,NW_005054372.1:2411342-2430851,-,-,120,117,6.9,0.0,0.0,0.86,0.93,no,2,0,0
931,10,AZIN1,mRNA,NW_005054353.1:2316498-2337810,-,-,1712,1812,10.8,-0.1,0.1,0.77,0.87,no,2,0,0
4134,68,GPATCH11,mRNA,NW_005054299.1:17304972-17313641,+,-,581,594,9.2,0.0,0.0,0.90,0.95,no,2,0,0
4717,25,IFT46,mRNA,NW_005054447.1:1513267-1516616,-,-,50,75,6.0,-0.6,0.6,0.03,0.12,no,2,0,0
11164,61,PCNA,mRNA,NW_005054689.1:157453-159528,-,-,19840,20767,14.3,-0.1,0.1,0.79,0.88,no,2,0,0
11673,68,POLR3D,mRNA,NW_005054703.1:88244-91692,-,-,1028,899,9.9,0.2,0.2,0.41,0.61,no,2,0,0
12391,-32,REXO5,mRNA,NW_005054319.1:4646279-4660809,-,-,549,566,9.1,0.0,0.0,0.85,0.92,no,2,0,0
15200,22,TWSG1,mRNA,NW_005054350.1:5091712-5112505,-,-,55,54,5.8,0.0,0.0,0.88,0.94,no,2,0,0
2806,-49,DNMBP,mRNA,NW_005054300.1:6436604-6461265,-,-,334,420,8.6,-0.3,0.3,0.28,0.48,no,2,0,0
5490,-52,LNPEP,mRNA,NW_005054619.1:35474-85749,-,-,249,310,8.1,-0.3,0.3,0.20,0.39,no,2,0,0
6658,68,LOC102039128,mRNA,NW_005054330.1:1029730-1039676,-,-,475,516,9.0,-0.1,0.1,0.62,0.78,no,2,0,0
7799,68,LOC106632094,lnc_RNA,NW_005054720.1:99942-100710,+,-,1595,1519,10.6,0.1,0.1,0.81,0.90,no,2,0,0
8738,53,LOC115948734,lnc_RNA,NW_005054495.1:39412-41653,-,-,5,4,2.2,0.4,0.4,0.57,0.74,no,0,0,0
9273,54,LOC115949409,mRNA,NW_005058520.1:400-960,+,-,645,404,9.0,0.7,0.7,0.09,0.24,no,2,0,0
13997,-33,STYK1,mRNA,NW_005054574.1:573735-588902,-,-,25,34,4.9,-0.5,0.5,0.24,0.44,no,2,0,0
14550,-60,TMEM186,mRNA,NW_005054319.1:8318244-8320062,+,-,47,45,5.5,0.1,0.1,0.76,0.87,no,2,0,0
14581,61,TMEM25,mRNA,NW_005054447.1:1510715-1513115,+,-,5,5,2.3,0.0,0.0,0.95,0.97,no,0,0,0
14721,-14,TNS3,mRNA,NW_005054439.1:1184348-1316064,-,-,10,16,3.7,-0.7,0.7,0.19,0.38,no,2,0,0
15662,-34,WNT5B,mRNA,NW_005054326.1:287085-300688,-,-,3,3,1.6,0.0,0.0,0.98,0.99,no,0,0,0
992,-30,BBS10,mRNA,NW_005054310.1:3333653-3335936,+,-,63,45,5.8,0.5,0.5,0.21,0.41,no,2,0,0
2437,-36,CUNH9orf85,mRNA,NW_005054352.1:4536504-4553950,-,-,5726,6663,12.6,-0.2,0.2,0.32,0.52,no,2,0,0
11463,10,PITX2,mRNA,NW_005054304.1:12808344-12819875,+,-,4,4,2.0,0.0,0.0,0.97,0.99,no,0,0,0
13419,-40,SLC45A4,mRNA,NW_005054419.1:1149245-1181041,+,-,3038,3708,11.7,-0.3,0.3,0.18,0.36,no,2,0,0
268,25,ADSS2,mRNA,NW_005054299.1:14479107-14502017,-,-,503,356,8.7,0.5,0.5,0.02,0.09,no,2,0,0
1494,9,CCNJ,mRNA,NW_005054300.1:7466558-7475496,+,-,85,73,6.3,0.2,0.2,0.31,0.51,no,2,0,0
2078,-13,COMMD10,mRNA,NW_005054620.1:202338-324102,+,-,134,124,7.0,0.1,0.1,0.75,0.86,no,2,0,0
10137,44,MRPL58,mRNA,NW_005054370.1:2890255-2892568,-,-,180,116,7.2,0.6,0.6,0.01,0.07,no,2,0,0
832,0,ATN1,mRNA,NW_005054320.1:8196308-8205732,+,-,1,0,-1.0,0.1,0.1,0.96,NA,no,0,0,0
4435,-57,HELLS,mRNA,NW_005054300.1:11847191-11869076,+,-,60,96,6.3,-0.7,0.7,0.05,0.16,no,2,0,0
4587,11,HPS1,mRNA,NW_005054300.1:6210885-6213713,-,-,81,95,6.5,-0.2,0.2,0.55,0.72,no,2,0,0
11237,2,PDK3,mRNA,NW_005054375.1:1686581-1722764,+,-,7263,6713,12.8,0.1,0.1,0.58,0.74,no,2,0,0
11667,67,POLR2H,mRNA,NW_005054309.1:3691922-3693848,-,-,1586,1508,10.6,0.1,0.1,0.75,0.86,no,2,0,0
12873,-24,SCARB1,mRNA,NW_005054362.1:1642712-1662142,+,-,101,161,7.0,-0.7,0.7,0.02,0.08,no,2,0,0
14774,36,TPP1,mRNA,NW_005054720.1:93851-98300,+,-,11809,17323,13.8,-0.6,0.6,0.03,0.12,no,2,0,0
814,9,ATG101,mRNA,NW_005054605.1:101701-103646,+,-,3794,4991,12.1,-0.4,0.4,0.05,0.16,no,2,0,0
2916,-60,DUSP12,mRNA,NW_005054320.1:6706641-6709754,-,-,23,27,4.6,-0.2,0.2,0.47,0.66,no,2,0,0
4554,32,HOPX,mRNA,NW_005054304.1:11149833-11157565,+,-,470,513,8.9,-0.1,0.1,0.56,0.73,no,2,0,0
4677,10,IBA57,mRNA,NW_005054474.1:987044-998038,-,-,5097,5390,12.4,-0.1,0.1,0.74,0.85,no,2,0,0
4882,-67,IPP,mRNA,NW_005054347.1:3446643-3454770,-,-,1909,2070,11.0,-0.1,0.1,0.61,0.77,no,2,0,0
9071,34,LOC115949186,mRNA,NW_005054953.1:34026-36453,-,-,128,121,7.0,0.1,0.1,0.70,0.83,no,2,0,0
12775,-8,RUFY2,mRNA,NW_005054515.1:875222-899927,+,-,47,45,5.5,0.0,0.0,0.89,0.95,no,2,0,0
13080,67,SFXN2,mRNA,NW_005054300.1:4819941-4825944,-,-,177,183,7.5,0.0,0.0,0.88,0.94,no,2,0,0
14266,33,TDRD3,mRNA,NW_005054418.1:1430128-1484759,-,-,1163,941,10.0,0.3,0.3,0.12,0.28,no,2,0,0
14543,-55,TMEM181,mRNA,NW_005054316.1:6082363-6108733,-,-,29,27,4.8,0.1,0.1,0.84,0.92,no,2,0,0
1805,-51,CHMP5,mRNA,NW_005054311.1:3908698-3914115,-,-,1704,2185,10.9,-0.4,0.4,0.04,0.14,no,2,0,0
4816,28,IMPAD1,mRNA,NW_005054305.1:11094546-11106617,-,-,96,60,6.3,0.7,0.7,0.04,0.15,no,2,0,0
2298,-31,CTSO,mRNA,NW_005054297.1:28348186-28357026,+,-,101,136,6.9,-0.4,0.4,0.08,0.23,no,2,0,0
4698,18,IFFO2,mRNA,NW_005054473.1:11400-27240,-,-,25,20,4.5,0.3,0.3,0.44,0.63,no,2,0,0
6117,25,LOC102035722,mRNA,NW_005054938.1:13198-33818,-,-,103,109,6.7,-0.1,0.1,0.79,0.88,no,2,0,0
10752,-35,NR3C2,mRNA,NW_005054304.1:2288955-2474069,+,-,13,20,4.0,-0.7,0.7,0.20,0.40,no,2,0,0
298,-56,AGPAT2,mRNA,NW_005054329.1:2706584-2718985,-,-,112,152,7.0,-0.4,0.4,0.06,0.19,no,2,0,0
629,-67,ARHGAP10,mRNA,NW_005054304.1:2478158-2623625,-,-,41,49,5.5,-0.3,0.3,0.40,0.60,no,2,0,0
3821,-20,GAB1,mRNA,NW_005054453.1:1416181-1551486,+,-,46,50,5.6,-0.1,0.1,0.61,0.77,no,2,0,0
4852,-67,INSR,mRNA,NW_005054551.1:618104-671689,-,-,148,183,7.4,-0.3,0.3,0.20,0.39,no,2,0,0
4880,-60,IPO8,mRNA,NW_005054326.1:5835981-5875202,-,-,46,66,5.8,-0.5,0.5,0.12,0.28,no,2,0,0
6851,-35,LOC102040241,mRNA,NW_005054687.1:123906-127861,-,-,46,70,5.9,-0.6,0.6,0.12,0.29,no,2,0,0
9002,55,LOC115949089,mRNA,NW_005054758.1:32391-51870,+,-,770,848,9.7,-0.1,0.1,0.49,0.68,no,2,0,0
9193,64,LOC115949325,snoRNA,NW_005055800.1:1278-1351,+,-,28,36,5.0,-0.3,0.3,0.44,0.64,no,2,0,0
10267,11,MUTYH,mRNA,NW_005054347.1:3226850-3231522,-,-,89,86,6.5,0.0,0.0,0.89,0.95,no,2,0,0
12889,67,SCMH1,mRNA,NW_005054499.1:877654-923343,-,-,726,590,9.4,0.3,0.3,0.26,0.46,no,2,0,0
15600,4,WDR4,mRNA,NW_005054438.1:1000550-1019942,+,-,2019,1804,10.9,0.2,0.2,0.46,0.65,no,2,0,0
294,45,AGMAT,mRNA,NW_005054473.1:477031-480142,+,-,26,19,4.5,0.4,0.4,0.16,0.33,no,2,0,0
1809,-25,CHODL,mRNA,NW_005054513.1:686208-701169,-,-,10,16,3.7,-0.7,0.7,0.34,0.54,no,2,0,0
7716,15,LOC106631855,lnc_RNA,NW_005054339.1:119539-125440,+,-,21,15,4.2,0.5,0.5,0.26,0.46,no,2,0,0
8722,-7,LOC115948712,lnc_RNA,NW_005054483.1:733309-734778,+,-,25,27,4.7,-0.1,0.1,0.82,0.90,no,2,0,0
8789,6,LOC115948796,lnc_RNA,NW_005054526.1:865954-941033,-,-,763,548,9.4,0.5,0.5,0.40,0.60,no,2,0,0
14529,-67,TMEM164,mRNA,NW_005054314.1:3994232-4024690,+,-,56,68,6.0,-0.3,0.3,0.31,0.52,no,2,0,0
1660,17,CEMIP2,mRNA,NW_005054352.1:4589541-4639990,+,-,500,315,8.7,0.7,0.7,0.02,0.10,no,2,0,0
1745,37,CFAP69,mRNA,NW_005054307.1:8027931-8080154,-,-,32,29,4.9,0.2,0.2,0.61,0.77,no,2,0,0
3798,-63,FYB1,mRNA,NW_005054401.1:1772052-1819105,-,-,546,681,9.3,-0.3,0.3,0.25,0.45,no,2,0,0
4842,-10,INPP5E,mRNA,NW_005054329.1:2543486-2552352,-,-,134,121,7.0,0.2,0.2,0.54,0.71,no,2,0,0
6493,-41,LOC102038089,mRNA,NW_005054574.1:183177-189834,-,-,16,19,4.1,-0.3,0.3,0.48,0.67,no,2,0,0
13970,-36,STRBP,mRNA,NW_005054329.1:1437037-1473919,+,-,2978,2884,11.5,0.0,0.0,0.87,0.93,no,2,0,0
14474,-3,TMCO3,mRNA,NW_005054315.1:3803817-3834967,+,-,6501,5295,12.5,0.3,0.3,0.14,0.32,no,2,0,0
15862,-54,ZFP36L1,mRNA,NW_005054301.1:16423736-16425952,-,-,612,911,9.6,-0.6,0.6,0.05,0.15,no,2,0,0
1867,15,CIP2A,mRNA,NW_005054391.1:2942053-2968017,-,-,317,200,8.0,0.7,0.7,0.01,0.07,no,2,0,0
3389,11,FAM118B,mRNA,NW_005054541.1:570704-581196,-,-,23,28,4.7,-0.3,0.3,0.44,0.63,no,2,0,0
4190,-47,GPR183,mRNA,NW_005054363.1:2464776-2474694,-,-,88,140,6.8,-0.7,0.7,0.03,0.11,no,2,0,0
4617,-51,HSDL1,mRNA,NW_005054343.1:2097803-2102978,-,-,13,12,3.6,0.0,0.0,0.90,0.95,no,2,0,0
4656,67,HTR2C,mRNA,NW_005054314.1:7200596-7241133,-,-,85,72,6.3,0.2,0.2,0.47,0.66,no,2,0,0
6035,50,LOC102035093,mRNA,NW_005054740.1:35788-42922,-,-,1803,1576,10.7,0.2,0.2,0.44,0.63,no,2,0,0
7948,34,LOC115947723,lnc_RNA,NW_005054311.1:9718119-9725014,+,-,32,20,4.7,0.7,0.7,0.07,0.20,no,2,0,0
9543,-67,LSM5,mRNA,NW_005054620.1:11696-17350,-,-,18,22,4.3,-0.3,0.3,0.33,0.54,no,2,0,0
10409,-56,NAXD,mRNA,NW_005054315.1:2260304-2339235,+,-,39,40,5.3,0.0,0.0,0.91,0.95,no,2,0,0
11845,-67,PRKAG3,mRNA,NW_005054298.1:13874690-13878905,+,-,29,46,5.2,-0.6,0.6,0.10,0.25,no,2,0,0
12459,11,RHOBTB2,mRNA,NW_005054705.1:608-10828,-,-,47,31,5.3,0.6,0.6,0.06,0.19,no,2,0,0
15953,-27,ZNF622,mRNA,NW_005054340.1:2807328-2815743,-,-,2190,1540,10.9,0.5,0.5,0.03,0.10,no,2,0,0
1280,-17,CAMK1,mRNA,NW_005054317.1:6579942-6582994,+,-,26,39,5.0,-0.6,0.6,0.05,0.17,no,2,0,0
2467,-57,CYTH3,mRNA,NW_005054319.1:4122657-4146702,-,-,36,49,5.4,-0.5,0.5,0.23,0.43,no,2,0,0
6089,-33,LOC102035487,mRNA,NW_005062339.1:7-1035,+,-,224,332,8.1,-0.6,0.6,0.02,0.09,no,2,0,0
6842,-66,LOC102040181,mRNA,NW_005056566.1:6-1864,-,-,135,160,7.2,-0.2,0.2,0.29,0.49,no,2,0,0
8631,10,LOC115948595,lnc_RNA,NW_005054438.1:1473764-1476465,-,-,154,243,7.6,-0.7,0.7,0.02,0.10,no,2,0,0
12269,-27,RASSF8,mRNA,NW_005054414.1:1948520-2019425,+,-,29,46,5.2,-0.7,0.7,0.07,0.20,no,2,0,0
5977,-19,LOC102034620,mRNA,NW_005054320.1:5617518-5634931,-,-,219,260,7.9,-0.3,0.3,0.18,0.37,no,2,0,0
7450,48,LOC102044293,mRNA,NW_005054334.1:6378580-6379071,-,-,112,94,6.7,0.2,0.2,0.51,0.69,no,2,0,0
9115,57,LOC115949238,mRNA,NW_005055199.1:45-1950,-,-,29,26,4.8,0.1,0.1,0.79,0.88,no,2,0,0
12935,-66,SDR16C5,mRNA,NW_005054305.1:10808789-10815161,-,-,19,16,4.1,0.2,0.2,0.63,0.79,no,2,0,0
2160,-66,CPT2,mRNA,NW_005054345.1:1756973-1764135,+,-,1083,1415,10.3,-0.4,0.4,0.11,0.26,no,2,0,0
2571,-66,DDX18,mRNA,NW_005054298.1:6805996-6814833,+,-,105,152,7.0,-0.5,0.5,0.04,0.15,no,2,0,0
4320,66,GTF2H1,mRNA,NW_005054437.1:213705-233477,+,-,21708,14937,14.2,0.5,0.5,0.06,0.18,no,2,0,0
10131,55,MRPL46,mRNA,NW_005054313.1:680200-682589,-,-,1105,910,10.0,0.3,0.3,0.27,0.48,no,2,0,0
10336,-16,MYO9A,mRNA,NW_005054398.1:2220534-2366883,-,-,17,14,4.0,0.3,0.3,0.59,0.75,no,2,0,0
15988,-48,ZRANB2,mRNA,NW_005054529.1:696936-706853,+,-,6753,6755,12.7,0.0,0.0,1.00,1.00,no,2,0,0
74,1,ABL1,mRNA,NW_005054329.1:4683045-4760723,-,-,58,67,6.0,-0.2,0.2,0.51,0.69,no,2,0,0
1279,-66,CALU,mRNA,NW_005054687.1:63321-72234,+,-,103,137,6.9,-0.4,0.4,0.11,0.26,no,2,0,0
2764,55,DNAJB11,mRNA,NW_005054380.1:1446655-1460760,+,-,1968,2113,11.0,-0.1,0.1,0.65,0.79,no,2,0,0
4397,9,HCN3,mRNA,NW_005054582.1:253020-258663,+,-,35,37,5.2,-0.1,0.1,0.87,0.94,no,2,0,0
5114,27,KCTD6,mRNA,NW_005054317.1:6184235-6191373,-,-,1844,1755,10.8,0.1,0.1,0.71,0.83,no,2,0,0
8119,-46,LOC115947941,snoRNA,NW_005054331.1:5172454-5172693,+,-,43,56,5.6,-0.4,0.4,0.34,0.55,no,2,0,0
8751,4,LOC115948750,lnc_RNA,NW_005054504.1:540296-541269,+,-,28,41,5.1,-0.6,0.6,0.19,0.37,no,2,0,0
8848,24,LOC115948867,lnc_RNA,NW_005054582.1:239947-242441,-,-,1583,1002,10.3,0.7,0.7,0.02,0.08,no,2,0,0
11300,-62,PEX7,mRNA,NW_005054316.1:3101727-3146422,+,-,66,74,6.1,-0.2,0.2,0.57,0.74,no,2,0,0
11568,-64,PLOD1,mRNA,NW_005054446.1:1329497-1343890,-,-,94,149,6.9,-0.7,0.7,0.05,0.15,no,2,0,0
11987,3,PTCH1,mRNA,NW_005054427.1:1035865-1079603,-,-,21,23,4.5,-0.2,0.2,0.60,0.76,no,2,0,0
12144,66,RAB3A,mRNA,NW_005054621.1:369079-370303,-,-,11,13,3.6,-0.2,0.2,0.69,0.83,no,2,0,0
13562,-3,SMIM3,mRNA,NW_005054308.1:6167787-6168782,+,-,266,260,8.0,0.0,0.0,0.88,0.94,no,2,0,0
14455,-58,TM6SF1,mRNA,NW_005054313.1:2750243-2771175,-,-,160,252,7.7,-0.7,0.7,0.01,0.06,no,2,0,0
14707,0,TNNC1,mRNA,NW_005054339.1:2338453-2344715,+,-,1,1,0.0,-0.5,0.5,0.72,NA,no,0,0,0
14798,27,TRAF3IP3,mRNA,NW_005054566.1:26518-35880,+,-,22685,24016,14.5,-0.1,0.1,0.62,0.77,no,2,0,0
1559,66,CDC20,mRNA,NW_005054347.1:1622953-1627849,+,-,432,389,8.7,0.2,0.2,0.72,0.84,no,2,0,0
3104,-22,ELF1,mRNA,NW_005054322.1:1173680-1228989,-,-,16383,17350,14.0,-0.1,0.1,0.62,0.77,no,2,0,0
3883,-66,GAPDH,mRNA,NW_005054320.1:7808168-7810859,+,-,2277,3409,11.5,-0.6,0.6,0.01,0.06,no,2,0,0
7084,-5,LOC102041770,mRNA,NW_005054674.1:200912-202267,-,-,185,229,7.7,-0.3,0.3,0.23,0.43,no,2,0,0
12483,-66,RIMKLB,mRNA,NW_005054444.1:1119210-1159524,-,-,8,11,3.2,-0.4,0.4,0.52,0.70,no,1,0,0
14858,-37,TRIO,mRNA,NW_005054340.1:2025325-2202025,+,-,50,57,5.7,-0.2,0.2,0.43,0.62,no,2,0,0
851,-66,ATP2A2,transcript,NW_005054362.1:2566896-2610316,-,-,205,266,7.9,-0.4,0.4,0.09,0.24,no,2,0,0
1959,27,CMPK1,mRNA,NW_005054347.1:4308972-4323481,+,-,524,515,9.0,0.0,0.0,0.92,0.96,no,2,0,0
3358,57,F8,mRNA,NW_005054314.1:7945654-7970066,+,-,251,159,7.7,0.7,0.7,0.12,0.27,no,2,0,0
11731,23,PPIL3,mRNA,NW_005054298.1:25205123-25209128,+,-,53,63,5.9,-0.3,0.3,0.21,0.40,no,2,0,0
630,-56,ARHGAP11A,mRNA,NW_005054301.1:14090137-14099929,+,-,11,17,3.8,-0.7,0.7,0.12,0.27,no,2,0,0
4530,66,HMOX2,mRNA,NW_005054383.1:2561948-2576328,+,-,5450,4015,12.2,0.4,0.4,0.13,0.30,no,2,0,0
8649,-66,LOC115948619,mRNA,NW_005054448.1:417672-419061,+,-,21,28,4.6,-0.5,0.5,0.18,0.36,no,2,0,0
9500,-8,LRRC57,mRNA,NW_005054312.1:231901-236814,+,-,183,190,7.5,0.0,0.0,0.81,0.90,no,2,0,0
9994,59,MLLT1,mRNA,NW_005054551.1:301110-329258,+,-,129,81,6.7,0.7,0.7,0.01,0.06,no,2,0,0
12245,60,RARS1,mRNA,NW_005054386.1:1774233-1788680,-,-,2280,2135,11.1,0.1,0.1,0.70,0.83,no,2,0,0
12584,19,RNPC3,mRNA,NW_005054336.1:5968690-6015335,+,-,680,529,9.2,0.4,0.4,0.16,0.34,no,2,0,0
15993,-30,ZSWIM7,mRNA,NW_005054368.1:3495477-3505024,+,-,11,18,3.9,-0.7,0.7,0.06,0.18,no,2,0,0
1020,-66,BCL7A,mRNA,NW_005054362.1:3002907-3018500,+,-,155,190,7.4,-0.3,0.3,0.25,0.46,no,2,0,0
10128,66,MRPL43,mRNA,NW_005054300.1:5123445-5124917,-,-,93,61,6.3,0.6,0.6,0.06,0.17,no,2,0,0
10607,66,NIP7,mRNA,NW_005054373.1:2764152-2766226,+,-,709,589,9.3,0.3,0.3,0.33,0.54,no,2,0,0
11489,-51,PLA2G12A,mRNA,NW_005054304.1:13201750-13207866,+,-,404,637,9.0,-0.7,0.7,0.02,0.08,no,2,0,0
15902,-66,ZNF148,mRNA,NW_005054298.1:7787034-7822732,+,-,33,40,5.2,-0.3,0.3,0.40,0.60,no,2,0,0
104,50,ACBD4,mRNA,NW_005054518.1:509138-513350,+,-,960,823,9.8,0.2,0.2,0.23,0.43,no,2,0,0
254,-28,ADPGK,mRNA,NW_005054398.1:2586665-2592000,-,-,56,56,5.8,0.0,0.0,0.91,0.95,no,2,0,0
1181,-42,BUD23,mRNA,NW_005054381.1:40620-46018,+,-,652,809,9.5,-0.3,0.3,0.17,0.35,no,2,0,0
6245,61,LOC102036450,mRNA,NW_005056148.1:69-3942,+,-,8,6,2.8,0.2,0.2,0.74,0.85,no,0,0,0
8941,30,LOC115949011,mRNA,NW_005054678.1:196230-205735,-,-,198,125,7.3,0.7,0.7,0.01,0.07,no,2,0,0
14291,-47,TEN1,mRNA,NW_005054370.1:2199854-2204037,-,-,60,41,5.7,0.6,0.6,0.12,0.29,no,2,0,0
903,66,ATPAF2,mRNA,NW_005054399.1:514878-520408,-,-,286,210,8.0,0.5,0.5,0.06,0.18,no,2,0,0
1792,33,CHGB,mRNA,NW_005054521.1:802192-808336,+,-,100,101,6.7,0.0,0.0,0.93,0.97,no,2,0,0
3018,-66,EFCAB10,mRNA,NW_005054354.1:2452898-2458195,+,-,11,15,3.7,-0.5,0.5,0.30,0.51,no,2,0,0
6096,-24,LOC102035540,mRNA,NW_005054515.1:663381-676122,-,-,120,145,7.0,-0.3,0.3,0.19,0.37,no,2,0,0
7419,66,LOC102044100,mRNA,NW_005054690.1:6624-16219,+,-,17,14,4.0,0.3,0.3,0.41,0.61,no,2,0,0
8844,22,LOC115948862,lnc_RNA,NW_005054578.1:181842-182669,+,-,888,910,9.8,0.0,0.0,0.86,0.93,no,2,0,0
9744,63,MBD5,mRNA,NW_005054298.1:513091-635979,-,-,554,451,9.0,0.3,0.3,0.17,0.35,no,2,0,0
10524,-49,NEK4,mRNA,NW_005054339.1:2126881-2137823,+,-,100,73,6.4,0.4,0.4,0.17,0.35,no,2,0,0
10646,-66,NMD3,mRNA,NW_005054309.1:10269063-10277418,+,-,60,85,6.2,-0.5,0.5,0.09,0.23,no,2,0,0
14638,38,TMEM80,mRNA,NW_005054416.1:1648615-1653834,-,-,24,29,4.7,-0.2,0.2,0.39,0.59,no,2,0,0
15823,-22,ZCCHC7,mRNA,NW_005054628.1:293502-386983,+,-,150,136,7.2,0.1,0.1,0.54,0.72,no,2,0,0
3687,53,FMC1,mRNA,NW_005054334.1:5445124-5445412,-,-,833,701,9.6,0.2,0.2,0.43,0.62,no,2,0,0
10929,48,OLFM3,mRNA,NW_005054336.1:5547976-5565103,-,-,2,2,1.0,0.2,0.2,0.84,0.92,no,0,0,0
12644,65,RPL31,mRNA,NW_005054315.1:7787189-7791455,-,-,5413,4163,12.2,0.4,0.4,0.13,0.29,no,2,0,0
13763,-52,SPIRE1,mRNA,NW_005054350.1:3624087-3733984,+,-,17,17,4.1,0.0,0.0,0.91,0.96,no,2,0,0
1584,65,CDCA8,mRNA,NW_005054591.1:34878-39516,-,-,31,25,4.8,0.3,0.3,0.29,0.50,no,2,0,0
3134,7,EMC10,mRNA,NW_005054996.1:25858-27640,+,-,140,148,7.2,-0.1,0.1,0.78,0.88,no,2,0,0
4363,17,HACD3,mRNA,NW_005054366.1:1625897-1637264,+,-,720,457,9.2,0.7,0.7,0.01,0.06,no,2,0,0
7122,-23,LOC102042059,mRNA,NW_005054312.1:8759507-8767453,+,-,50,47,5.6,0.1,0.1,0.75,0.86,no,2,0,0
11314,18,PGAP2,mRNA,NW_005054454.1:66064-80173,+,-,363,393,8.6,-0.1,0.1,0.47,0.66,no,2,0,0
15270,32,UBE2T,mRNA,NW_005054425.1:176802-181671,-,-,43,54,5.6,-0.3,0.3,0.25,0.45,no,2,0,0
15805,-65,ZC3H12C,mRNA,NW_005054302.1:4358846-4397456,-,-,8,8,3.0,0.0,0.0,0.94,0.97,no,0,0,0
15893,65,ZMYND10,mRNA,NW_005054339.1:1543908-1553600,+,-,195,217,7.7,-0.2,0.2,0.55,0.72,no,2,0,0
2488,-20,DAP3,mRNA,NW_005054582.1:355213-377671,+,-,55,81,6.1,-0.6,0.6,0.07,0.21,no,2,0,0
4991,11,JKAMP,mRNA,NW_005054303.1:11711217-11716855,-,-,457,656,9.1,-0.5,0.5,0.02,0.09,no,2,0,0
10159,-65,MRPS35,mRNA,NW_005054326.1:3552975-3565134,+,-,33,52,5.4,-0.6,0.6,0.03,0.12,no,2,0,0
12605,-60,RP2,mRNA,NW_005054342.1:4377459-4386532,-,-,435,557,9.0,-0.4,0.4,0.13,0.30,no,2,0,0
2291,2,CTSB,mRNA,NW_005054377.1:2306141-2313115,+,-,5069,4259,12.2,0.3,0.3,0.15,0.32,no,2,0,0
3052,-65,EHMT1,mRNA,NW_005054358.1:1992496-2070951,+,-,73,109,6.5,-0.6,0.6,0.05,0.17,no,2,0,0
4501,-65,HLCS,mRNA,NW_005054553.1:461296-591147,+,-,9,11,3.3,-0.3,0.3,0.50,0.69,no,1,0,0
6838,5,LOC102040167,mRNA,NW_005054436.1:868566-875504,+,-,33918,34411,15.1,0.0,0.0,0.90,0.95,no,2,0,0
4703,9,IFNAR1,mRNA,NW_005054454.1:393692-408251,+,-,1411,1428,10.5,0.0,0.0,0.93,0.96,no,2,0,0
6318,23,LOC102036910,mRNA,NW_005054741.1:34294-37143,-,-,4158476,4445161,22.0,-0.1,0.1,0.73,0.85,no,2,0,0
10507,-65,NECTIN3,mRNA,NW_005054320.1:530181-589820,+,-,61,91,6.2,-0.6,0.6,0.03,0.12,no,2,0,0
15220,-2,TYK2,mRNA,NW_005055029.1:9838-20653,+,-,1875,1725,10.8,0.1,0.1,0.62,0.77,no,2,0,0
15261,65,UBE2J2,mRNA,NW_005054450.1:169261-173528,+,-,7059,5857,12.7,0.3,0.3,0.23,0.43,no,2,0,0
1837,-35,CHST10,mRNA,NW_005054315.1:8038602-8064547,+,-,118,121,6.9,0.0,0.0,0.87,0.94,no,2,0,0
3472,12,FAM76B,mRNA,NW_005054302.1:9706624-9718646,+,-,1240,1252,10.3,0.0,0.0,0.93,0.97,no,2,0,0
4993,65,JMJD4,mRNA,NW_005054466.1:523456-533953,+,-,40,33,5.2,0.3,0.3,0.25,0.45,no,2,0,0
8035,51,LOC115947844,lnc_RNA,NW_005054322.1:7641108-7647414,-,-,207,135,7.4,0.6,0.6,0.02,0.08,no,2,0,0
11401,-45,PIGA,mRNA,NW_005054403.1:2278879-2286955,+,-,147,143,7.2,0.1,0.1,0.87,0.94,no,2,0,0
2410,65,CUNH4orf50,mRNA,NW_005054470.1:912428-997685,-,-,715,467,9.2,0.6,0.6,0.11,0.26,no,2,0,0
2927,-50,DUSP4,mRNA,NW_005054304.1:11033843-11101511,-,-,31,30,4.9,0.1,0.1,0.82,0.90,no,2,0,0
9942,65,MICALL2,mRNA,NW_005054319.1:2282718-2304465,+,-,1350,1138,10.3,0.2,0.2,0.30,0.50,no,2,0,0
15247,65,UBC,mRNA,NW_005054368.1:3367433-3370498,-,-,168426,154287,17.3,0.1,0.1,0.62,0.78,no,2,0,0
1107,65,BOLA3,mRNA,NW_005054902.1:4828-6378,-,-,615,488,9.1,0.3,0.3,0.26,0.46,no,2,0,0
2926,-52,DUSP3,mRNA,NW_005054559.1:228674-236747,+,-,211,304,8.0,-0.5,0.5,0.16,0.34,no,2,0,0
9777,-12,MCM6,mRNA,NW_005054298.1:4778396-4790988,+,-,89,79,6.4,0.2,0.2,0.56,0.73,no,2,0,0
11688,65,POPDC2,mRNA,NW_005054320.1:5666494-5676935,-,-,13,13,3.7,-0.1,0.1,0.89,0.95,no,2,0,0
11995,-29,PTER,mRNA,NW_005054307.1:9671638-9690425,+,-,18,15,4.0,0.3,0.3,0.52,0.70,no,2,0,0
