Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mICRA,avg mUCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
1538,19,CD5,mRNA,NW_005054416.1:2437857-2442477,-,-,138,121,7.016808288,0.187,0.187,0.579564919,1,no,2,0,0
1858,50,CIB1,mRNA,NW_005054366.1:3573875-3578517,-,-,1017,718,9.760719947,0.503,0.503,0.027890131,1,no,2,0,0
2857,-14,DPY19L1,mRNA,NW_005054497.1:1141375-1199638,+,-,178,196,7.54689446,-0.137,0.137,0.490212831,1,no,2,0,0
8136,-1,LOC115947961,lnc_RNA,NW_005054334.1:2083512-2084573,-,-,631,637,9.30833903,-0.014,0.014,0.951939841,1,no,2,0,0
9214,18,LOC115949348,mRNA,NW_005056331.1:1509-3437,-,-,25,22,4.554588852,0.183,0.183,0.682023102,1,no,2,0,0
10028,53,MN1,mRNA,NW_005054330.1:841184-874603,-,-,338,235,8.162391329,0.528,0.528,0.047595289,1,no,2,0,0
12107,-12,R3HDM4,mRNA,NW_005054491.1:624802-634053,-,-,20127,21893,14.35878854,-0.121,0.121,0.510865957,1,no,2,0,0
13262,-10,SLC20A1,mRNA,NW_005054674.1:176449-184535,+,-,32225,34607,15.02825143,-0.103,0.103,0.566116172,1,no,2,0,0
14064,-13,SYNCRIP,mRNA,NW_005054328.1:5604104-5629175,-,-,225,246,7.87958325,-0.131,0.131,0.582863608,1,no,2,0,0
14865,-13,TRIT1,mRNA,NW_005054436.1:1302311-1311177,+,-,2718,2982,11.4767462,-0.133,0.133,0.578417616,1,no,2,0,0
1229,2,CABIN1,mRNA,NW_005054483.1:561704-673095,+,-,1036,1024,10.00842862,0.016,0.016,0.90406857,1,no,2,0,0
3005,-36,EEF1AKMT2,mRNA,NW_005054369.1:1575831-1583525,-,-,30,38,5.087462841,-0.358,0.358,0.315152773,1,no,2,0,0
4843,-19,INPP5F,mRNA,NW_005054451.1:376995-396165,-,-,230,262,7.942514505,-0.19,0.19,0.40305952,1,no,2,0,0
5663,-41,LOC102032643,mRNA,NW_005054762.1:3537-4597,+,-,1350,1787,10.61516981,-0.405,0.405,0.239147553,1,no,2,0,0
7111,-36,LOC102041985,mRNA,NW_005054441.1:1368277-1369905,-,-,5243,6721,12.5464122,-0.358,0.358,0.07927109,1,no,2,0,0
7536,16,LOC102044753,mRNA,NW_005054421.1:1071343-1074424,-,-,159,142,7.233619677,0.158,0.158,0.656612516,1,no,2,0,0
10247,-53,MTRR,mRNA,NW_005054461.1:756155-784259,-,-,175,252,7.73809226,-0.527,0.527,0.027668478,1,no,2,0,0
10863,33,NUP188,mRNA,NW_005054329.1:5418211-5441670,-,-,2083,1652,10.86689253,0.334,0.334,0.155547072,1,no,2,0,0
13016,14,SEPTIN9,mRNA,NW_005054370.1:877421-1032926,+,-,672,609,9.32305476,0.142,0.142,0.646565096,1,no,2,0,0
13400,7,SLC39A13,mRNA,NW_005054312.1:3351985-3367842,+,-,265,252,8.01402047,0.072,0.072,0.831465273,1,no,2,0,0
589,11,APOO,mRNA,NW_005054375.1:1491630-1520397,-,-,1866,1730,10.81217731,0.109,0.109,0.626539686,1,no,2,0,0
2701,-35,DIS3L2,mRNA,NW_005054309.1:3011805-3188865,+,-,561,712,9.314016704,-0.345,0.345,0.096888872,1,no,2,0,0
3859,-9,GALNT10,mRNA,NW_005054308.1:7175187-7214422,+,-,20,22,4.392317423,-0.094,0.094,0.830926571,1,no,2,0,0
6137,20,LOC102035882,mRNA,NW_005054441.1:1754381-1757115,-,-,970,844,9.824958741,0.202,0.202,0.445239321,1,no,2,0,0
7494,-21,LOC102044536,mRNA,NW_005054514.1:4646-20443,-,-,1822,2101,10.93774162,-0.206,0.206,0.379544009,1,no,2,0,0
7665,12,LOC102045499,mRNA,NW_005057979.1:40-2114,+,-,118,108,6.820178962,0.121,0.121,0.565345552,1,no,2,0,0
9698,-39,MAPK8IP3,mRNA,NW_005054383.1:51522-134450,-,-,1368,1798,10.62844554,-0.394,0.394,0.239773175,1,no,2,0,0
12733,-39,RRP1B,mRNA,NW_005054438.1:472138-489582,-,-,550,720,9.310612782,-0.389,0.389,0.143032126,1,no,2,0,0
13932,-15,STK10,mRNA,NW_005054308.1:10625667-10672208,-,-,3943,4384,12.02358111,-0.153,0.153,0.581235699,1,no,2,0,0
1106,21,BOK,mRNA,NW_005054380.1:2173272-2199162,-,-,1503,1298,10.45172627,0.211,0.211,0.385068515,1,no,2,0,0
2029,-26,COG5,mRNA,NW_005054354.1:1735402-1908767,+,-,342,410,8.554588852,-0.264,0.264,0.156672787,1,no,2,0,0
2457,28,CYFIP1,mRNA,NW_005054342.1:4560602-4636633,+,-,910,749,9.696098171,0.282,0.282,0.21059591,1,no,2,0,0
3881,-40,GANC,mRNA,NW_005054312.1:332391-354190,-,-,45,60,5.714245518,-0.399,0.399,0.191071845,1,no,2,0,0
5170,-16,KIAA1671,mRNA,NW_005054330.1:115158-179420,+,-,53337,59692,15.78633345,-0.162,0.162,0.332958613,1,no,2,0,0
5984,-30,LOC102034699,mRNA,NW_005054500.1:684230-708904,+,-,103,126,6.839203788,-0.298,0.298,0.28669326,1,no,2,0,0
7294,1,LOC102043251,mRNA,NW_005054399.1:744516-767748,+,-,790,786,9.622051819,0.008,0.008,0.963968628,1,no,2,0,0
11942,5,PSMB2,mRNA,NW_005054478.1:360723-368451,+,-,549,532,9.078150808,0.045,0.045,0.82742167,1,no,2,0,0
14235,-10,TCF20,mRNA,NW_005054334.1:5156212-5274718,-,-,2285,2442,11.20670915,-0.096,0.096,0.598480431,1,no,2,0,0
15618,38,WDR72,mRNA,NW_005054313.1:5617085-5708199,-,-,4,3,1.807354922,0.375,0.375,0.641872993,1,no,0,0,0
15929,26,ZNF414,mRNA,NW_005054551.1:232094-233513,+,-,18,16,4.087462841,0.26,0.26,0.427481171,1,no,2,0,0
754,35,ASB1,mRNA,NW_005054586.1:38255-46840,+,-,10,8,3.169925001,0.35,0.35,0.503755328,1,no,1,0,0
4580,22,HPCAL1,mRNA,NW_005054318.1:6387025-6418908,-,-,190,162,7.459431619,0.223,0.223,0.388658618,1,no,2,0,0
6665,-6,LOC102039176,mRNA,NW_005054319.1:5844894-5892685,-,-,9352,9716,13.21886591,-0.055,0.055,0.738403956,1,no,2,0,0
8704,2,LOC115948688,lnc_RNA,NW_005054476.1:881057-884891,-,-,60,58,5.882643049,0.022,0.022,0.928187377,1,no,2,0,0
10085,-10,MPV17L2,mRNA,NW_005054621.1:362284-367261,+,-,192,206,7.636624621,-0.098,0.098,0.660575989,1,no,2,0,0
11436,-21,PIK3R4,mRNA,NW_005054361.1:3672637-3693921,+,-,727,842,9.615629637,-0.212,0.212,0.21267108,1,no,2,0,0
13520,-4,SMAD5,mRNA,NW_005054308.1:3829563-3850389,+,-,185,191,7.554588852,-0.04,0.04,0.844839067,1,no,2,0,0
14049,-24,SWI5,mRNA,NW_005054329.1:5789689-5792079,+,-,42,50,5.523561956,-0.237,0.237,0.441815497,1,no,2,0,0
15396,32,USP30,mRNA,NW_005054362.1:3982606-3992602,+,-,4173,3353,11.87766757,0.316,0.316,0.064217074,1,no,2,0,0
2499,-29,DBF4,mRNA,NW_005054307.1:8957184-8971029,-,-,143,175,7.312882955,-0.287,0.287,0.081707561,1,no,2,0,0
3283,28,ESYT2,mRNA,NW_005054424.1:294652-346975,+,-,211,173,7.584962501,0.283,0.283,0.243346885,1,no,2,0,0
3345,14,EZH2,mRNA,NW_005054364.1:1878251-1908000,-,-,76,68,6.169925001,0.138,0.138,0.627015273,1,no,2,0,0
7379,-24,LOC102043819,mRNA,NW_005054457.1:1432967-1573084,-,-,59,70,6.011227255,-0.243,0.243,0.34085621,1,no,2,0,0
7397,-6,LOC102043948,mRNA,NW_005054321.1:2967341-2997798,-,-,24,25,4.614709844,-0.064,0.064,0.845427648,1,no,2,0,0
13976,-31,STS,mRNA,NW_005054382.1:2526739-2635818,-,-,143,178,7.326429487,-0.308,0.308,0.280135721,1,no,2,0,0
15412,7,USP46,mRNA,NW_005054297.1:13023726-13044500,-,-,42,40,5.357552005,0.074,0.074,0.778572109,1,no,2,0,0
15636,-16,WEE2,mRNA,NW_005054414.1:265964-283090,-,-,84,94,6.475733431,-0.155,0.155,0.44270423,1,no,2,0,0
221,1,ADD1,mRNA,NW_005054372.1:1010323-1052825,+,-,15873,15734,13.94795649,0.013,0.013,0.927716196,1,no,2,0,0
2482,28,DAG1,mRNA,NW_005054339.1:337294-357235,-,-,106,87,6.592457037,0.275,0.275,0.381248152,1,no,2,0,0
4317,1,GTF2E1,mRNA,NW_005054320.1:6111137-6160324,+,-,1063,1055,10.04848687,0.009,0.009,0.961181255,1,no,2,0,0
5153,-12,KIAA0753,mRNA,NW_005054368.1:85353-97669,-,-,552,601,9.171176798,-0.122,0.122,0.546056657,1,no,2,0,0
7158,20,LOC102042334,mRNA,NW_005054299.1:18532862-18542138,-,-,218,189,7.668884984,0.199,0.199,0.467626167,1,no,2,0,0
9520,4,LRRK1,mRNA,NW_005054366.1:977667-1047924,+,-,238,233,7.87958325,0.035,0.035,0.894765672,1,no,2,0,0
9625,-19,MAL,mRNA,NW_005054521.1:673074-680382,-,-,2587,2955,11.436191,-0.191,0.191,0.526412906,1,no,2,0,0
12332,-24,RC3H2,mRNA,NW_005054329.1:1562271-1577933,+,-,3448,4060,11.87421293,-0.236,0.236,0.228587209,1,no,2,0,0
12662,13,RPL9,mRNA,NW_005054297.1:9502414-9507416,-,-,50648,46370,15.56596482,0.127,0.127,0.672273656,1,no,2,0,0
13620,-16,SNRPA,mRNA,NW_005054795.1:68181-77666,-,-,146,163,7.271463028,-0.162,0.162,0.575437975,1,no,2,0,0
15786,-9,ZBTB41,mRNA,NW_005054357.1:2363320-2379872,+,-,1080,1149,10.1221809,-0.091,0.091,0.565084276,1,no,2,0,0
1085,0,BMP2,mRNA,NW_005054341.1:1742540-1747021,-,-,1,1,0,-0.396,0.396,0.781321612,1,no,0,0,0
3498,-5,FANCM,mRNA,NW_005054303.1:15984169-16038494,-,-,129,133,7.033423002,-0.051,0.051,0.827605823,1,no,2,0,0
9529,18,LRSAM1,mRNA,NW_005054358.1:1399192-1424597,-,-,2730,2413,11.32839444,0.178,0.178,0.473094237,1,no,2,0,0
12166,0,RABEPK,mRNA,NW_005054329.1:800625-802357,-,-,4656,4653,12.18441048,0.001,0.001,0.997753378,1,no,2,0,0
13179,47,SIK1,mRNA,NW_005054438.1:617920-630958,+,-,285,207,7.942514505,0.467,0.467,0.078311859,1,no,2,0,0
822,-19,ATG4B,mRNA,NW_005054380.1:1955346-1969749,-,-,1266,1444,10.40407714,-0.191,0.191,0.209411512,1,no,2,0,0
9668,14,MAP3K14,mRNA,NW_005054518.1:561893-582935,-,-,616,560,9.199672345,0.139,0.139,0.643795111,1,no,2,0,0
12075,-19,PWWP2A,mRNA,NW_005054308.1:11382064-11427893,-,-,664,755,9.470658874,-0.186,0.186,0.282664493,1,no,2,0,0
12640,6,RPL28,mRNA,NW_005055132.1:14529-16983,-,-,14255,13699,13.77076712,0.057,0.057,0.809851301,1,no,2,0,0
12932,0,SDHD,mRNA,NW_005054447.1:120282-122316,+,-,2303,2297,11.16741815,0.004,0.004,0.985833283,1,no,2,0,0
1670,-41,CENPM,mRNA,NW_005054334.1:5060363-5074159,-,-,88,117,6.6794801,-0.405,0.405,0.243670256,1,no,2,0,0
2787,45,DNAJC25,mRNA,NW_005054385.1:1688277-1695252,+,-,11,8,3.247927513,0.452,0.452,0.311703675,1,no,1,0,0
4088,-6,GNG10,mRNA,NW_005054385.1:1704856-1712887,+,-,106,110,6.754887502,-0.057,0.057,0.806664502,1,no,2,0,0
7421,40,LOC102044126,mRNA,NW_005054331.1:6670954-6671573,+,-,446,339,8.616548844,0.396,0.396,0.260232939,1,no,2,0,0
7832,-17,LOC106632172,mRNA,NW_005055629.1:641-5784,+,-,25,28,4.727920455,-0.167,0.167,0.652348022,1,no,2,0,0
10457,17,NDFIP2,mRNA,NW_005054327.1:2304493-2331442,-,-,1138,1012,10.07012094,0.17,0.17,0.306321375,1,no,2,0,0
11375,-13,PHTF1,mRNA,NW_005054545.1:207109-223520,-,-,165,182,7.438791853,-0.133,0.133,0.643331813,1,no,2,0,0
13256,1,SLC19A2,mRNA,NW_005054320.1:2124727-2136227,-,-,18,17,4.129283017,0.014,0.014,0.964604751,1,no,2,0,0
15699,-5,XKR8,mRNA,NW_005054499.1:630962-633343,-,-,339,349,8.426264755,-0.045,0.045,0.870915139,1,no,2,0,0
15834,-21,ZDHHC17,mRNA,NW_005054310.1:3132364-3229306,-,-,68,78,6.189824559,-0.205,0.205,0.504912485,1,no,2,0,0
765,-16,ASB6,mRNA,NW_005054329.1:5169445-5173584,+,-,4597,5138,12.24896526,-0.16,0.16,0.35940162,1,no,2,0,0
7887,32,LOC115947641,mRNA,NW_005054305.1:368181-373575,-,-,402,321,8.497851837,0.32,0.32,0.131127051,1,no,2,0,0
10141,-20,MRPS14,mRNA,NW_005054560.1:573837-576493,+,-,2255,2582,11.23989682,-0.196,0.196,0.524396497,1,no,2,0,0
11415,-12,PIGS,mRNA,NW_005054387.1:2550082-2554266,-,-,566,615,9.205793249,-0.122,0.122,0.642718875,1,no,2,0,0
14412,-52,TIMM9,mRNA,NW_005054303.1:12178148-12181333,+,-,22,31,4.727920455,-0.518,0.518,0.122744228,1,no,2,0,0
1110,-52,BORA,mRNA,NW_005054327.1:5170880-5188403,-,-,36,52,5.459431619,-0.517,0.517,0.126363521,1,no,2,0,0
2159,-33,CPT1A,mRNA,NW_005054312.1:7930563-7956411,+,-,821,1035,9.857980995,-0.334,0.334,0.170203675,1,no,2,0,0
5089,27,KCNQ1,mRNA,NW_005054437.1:997645-1328242,-,-,176,146,7.330916878,0.274,0.274,0.214220423,1,no,2,0,0
5917,-12,LOC102034298,mRNA,NW_005054414.1:1000588-1008877,+,-,82,89,6.417852515,-0.123,0.123,0.772785371,1,no,2,0,0
14731,-7,TOMM20,mRNA,NW_005054348.1:2092357-2100741,+,-,1979,2079,10.98655315,-0.071,0.071,0.793768281,1,no,2,0,0
5266,2,KLHL36,mRNA,NW_005054373.1:431715-447597,+,-,232,229,7.84862294,0.019,0.019,0.934080224,1,no,2,0,0
6446,-13,LOC102037791,mRNA,NW_005054428.1:287571-319985,-,-,506,552,9.047123912,-0.125,0.125,0.56269759,1,no,2,0,0
7255,-10,LOC102043027,mRNA,NW_005054416.1:1159786-1176753,-,-,121574,129827,16.93963086,-0.095,0.095,0.485300861,1,no,2,0,0
11160,-19,PCM1,mRNA,NW_005054297.1:16406085-16445970,+,-,1379,1572,10.52698821,-0.189,0.189,0.415865178,1,no,2,0,0
13397,8,SLC39A10,mRNA,NW_005054298.1:26796892-26829297,-,-,27,26,4.727920455,0.082,0.082,0.815690013,1,no,2,0,0
15964,-25,ZNF711,transcript,NW_005054349.1:4104129-4120660,-,-,83,99,6.50779464,-0.252,0.252,0.342202442,1,no,2,0,0
3444,16,FAM20B,mRNA,NW_005054493.1:390522-409866,+,-,75,67,6.14974712,0.157,0.157,0.570411667,1,no,2,0,0
6213,-16,LOC102036260,mRNA,NW_005054384.1:479124-587451,+,-,89,99,6.554588852,-0.155,0.155,0.614343392,1,no,2,0,0
7990,22,LOC115947772,lnc_RNA,NW_005054314.1:8358369-8360517,+,-,11,9,3.321928095,0.218,0.218,0.611763907,1,no,1,0,0
8756,13,LOC115948757,lnc_RNA,NW_005054509.1:261540-263591,-,-,126,115,6.912889336,0.133,0.133,0.640508904,1,no,2,0,0
11762,-14,PPP1R37,mRNA,NW_005055237.1:11-8581,+,-,3102,3415,11.66999228,-0.139,0.139,0.513467746,1,no,2,0,0
623,7,ARFIP1,mRNA,NW_005054297.1:29623501-29658988,-,-,80,76,6.285402219,0.07,0.07,0.773465487,1,no,2,0,0
2288,1,CTR9,mRNA,NW_005054416.1:894730-914741,+,-,2312,2298,11.17055104,0.008,0.008,0.963064751,1,no,2,0,0
3440,-19,FAM199X,mRNA,NW_005054314.1:1133543-1145051,-,-,295,337,8.303780748,-0.191,0.191,0.334462732,1,no,2,0,0
6704,51,LOC102039384,mRNA,NW_005054629.1:221013-342975,-,-,8,6,2.807354922,0.514,0.514,0.43646864,1,no,0,0,0
6947,-42,LOC102040796,mRNA,NW_005054395.1:1519740-1523863,+,-,43,58,5.658211483,-0.423,0.423,0.381825792,1,no,2,0,0
12124,-33,RAB22A,mRNA,NW_005054356.1:1652082-1663869,-,-,410,515,8.853309555,-0.326,0.326,0.078767545,1,no,2,0,0
14221,51,TBXA2R,mRNA,NW_005054441.1:983337-984928,-,-,1025,718,9.767356854,0.514,0.514,0.046876323,1,no,2,0,0
3765,25,FRY,mRNA,NW_005054412.1:1946855-2106293,-,-,150,127,7.113742166,0.249,0.249,0.286067534,1,no,2,0,0
6818,-34,LOC102040047,mRNA,NW_005054356.1:63955-85252,+,-,24,30,4.754887502,-0.342,0.342,0.466520467,1,no,2,0,0
13872,-20,ST3GAL1,mRNA,NW_005054394.1:1020207-1045765,-,-,1012,1158,10.08347933,-0.196,0.196,0.429729122,1,no,2,0,0
13964,4,STOX2,mRNA,NW_005054297.1:18798995-18870439,-,-,29,28,4.832890014,0.039,0.039,0.910134925,1,no,2,0,0
15571,-11,WBP1L,mRNA,NW_005054300.1:4757739-4809905,-,-,4046,4354,12.03617361,-0.106,0.106,0.632129862,1,no,2,0,0
2904,5,DTX2,mRNA,NW_005054387.1:797817-835139,-,-,2130,2056,11.0313566,0.05,0.05,0.813047616,1,no,2,0,0
3096,17,EIF5B,mRNA,NW_005054315.1:8581003-8617798,-,-,65734,58482,15.92249149,0.169,0.169,0.476951437,1,no,2,0,0
3195,21,EPB41L2,mRNA,NW_005054306.1:12708905-12817986,-,-,108,94,6.658211483,0.205,0.205,0.439130943,1,no,2,0,0
3785,43,FUCA1,mRNA,NW_005054436.1:1205905-1210116,+,-,91,67,6.303780748,0.433,0.433,0.103922226,1,no,2,0,0
5019,2,KAT8,mRNA,NW_005055891.1:7-5604,+,-,68,67,6.076815597,0.024,0.024,0.946579581,1,no,2,0,0
9125,1,LOC115949248,mRNA,NW_005055229.1:42-1731,-,-,50,50,5.64385619,0.005,0.005,0.990413246,1,no,2,0,0
10301,15,MYH9,mRNA,NW_005054334.1:2428026-2481962,-,-,5553,5002,12.36563896,0.151,0.151,0.509978035,1,no,2,0,0
10969,17,OSBPL3,mRNA,NW_005054333.1:4451268-4516608,+,-,36,32,5.087462841,0.167,0.167,0.649728251,1,no,2,0,0
13075,-18,SFSWAP,mRNA,NW_005054362.1:75473-112265,-,-,1399,1586,10.54351522,-0.181,0.181,0.3676505,1,no,2,0,0
13560,-14,SMIM20,mRNA,NW_005054297.1:5197339-5203859,+,-,299,330,8.296916207,-0.143,0.143,0.604131934,1,no,2,0,0
14352,17,TGFBR1,mRNA,NW_005054325.1:465449-493749,+,-,134,119,6.982993575,0.172,0.172,0.467923242,1,no,2,0,0
826,-4,ATG9A,mRNA,NW_005054298.1:14168052-14179280,-,-,14340,14788,13.83011903,-0.044,0.044,0.787896447,1,no,2,0,0
2154,-11,CPSF3,mRNA,NW_005054318.1:7034352-7053040,-,-,56,60,5.857980995,-0.107,0.107,0.691624262,1,no,2,0,0
2537,16,DCPS,mRNA,NW_005054541.1:589935-610425,+,-,1018,914,9.915879379,0.155,0.155,0.467061434,1,no,2,0,0
2622,27,DEPDC4,mRNA,NW_005054331.1:5719129-5732511,-,-,32,26,4.857980995,0.272,0.272,0.351897375,1,no,2,0,0
3370,-6,FADD,mRNA,NW_005054402.1:906397-910338,-,-,906,945,9.85408918,-0.059,0.059,0.754148738,1,no,2,0,0
6681,51,LOC102039267,mRNA,NW_005054441.1:924034-925981,-,-,42,30,5.169925001,0.511,0.511,0.033421384,1,no,2,0,0
10683,-13,NOM1,mRNA,NW_005054424.1:1332711-1346969,-,-,318,348,8.379378367,-0.134,0.134,0.367274117,1,no,2,0,0
14002,-38,SUCLG1,mRNA,NW_005054479.1:26986-34868,-,-,399,518,8.840777924,-0.378,0.378,0.112642341,1,no,2,0,0
14700,-8,TNIP1,mRNA,NW_005054308.1:6176414-6184768,-,-,1186,1253,10.25207404,-0.081,0.081,0.642858774,1,no,2,0,0
701,-23,ARL5A,mRNA,NW_005054585.1:409268-418820,+,-,1061,1246,10.17180229,-0.232,0.232,0.129103998,1,no,2,0,0
3054,1,EIF1,mRNA,NW_005054672.1:31775-32831,+,-,36186,36041,15.14025063,0.006,0.006,0.980041827,1,no,2,0,0
5537,25,LOC102031697,mRNA,NW_005054298.1:18416245-18423187,+,-,265,223,7.930737338,0.25,0.25,0.186089033,1,no,2,0,0
9428,51,LPAR4,mRNA,NW_005054349.1:5087519-5099933,-,-,15,10,3.64385619,0.51,0.51,0.337345737,1,no,2,0,0
9830,-1,MED26,mRNA,NW_005054491.1:127083-131220,+,-,10796,10862,13.4026124,-0.009,0.009,0.953498876,1,no,2,0,0
10130,13,MRPL45,mRNA,NW_005054648.1:214429-218158,-,-,767,703,9.52160044,0.126,0.126,0.608638455,1,no,2,0,0
11939,-1,PSMA6,mRNA,NW_005054301.1:8257197-8264136,-,-,5615,5653,12.45994385,-0.01,0.01,0.972094595,1,no,2,0,0
12580,-39,RNGTT,mRNA,NW_005054328.1:6489656-6654769,-,-,356,466,8.682994584,-0.388,0.388,0.092479035,1,no,2,0,0
13775,-13,SPPL2A,mRNA,NW_005054313.1:3235429-3260617,-,-,6086,6670,12.63888838,-0.132,0.132,0.530040296,1,no,2,0,0
14275,17,TEC,mRNA,NW_005054297.1:12438190-12471951,-,-,149,133,7.139551352,0.173,0.173,0.441529275,1,no,2,0,0
6217,1,LOC102036277,mRNA,NW_005054566.1:95491-99102,+,-,76,76,6.247927513,0.008,0.008,0.974373543,1,no,2,0,0
12677,13,RPS10,mRNA,NW_005054512.1:411594-415199,+,-,11934,10899,13.47883281,0.131,0.131,0.573142641,1,no,2,0,0
13664,23,SNX9,mRNA,NW_005054316.1:6404010-6447380,-,-,198,169,7.519636253,0.232,0.232,0.416269821,1,no,2,0,0
14421,-16,TIPRL,mRNA,NW_005054320.1:1659922-1669535,+,-,74,82,6.285402219,-0.156,0.156,0.563189948,1,no,2,0,0
15218,-51,TXNRD2,mRNA,NW_005054330.1:3125574-3155555,+,-,57,81,6.108524457,-0.509,0.509,0.133124818,1,no,2,0,0
15385,-11,USP14,mRNA,NW_005054305.1:1607709-1624418,-,-,386,416,8.647458426,-0.107,0.107,0.601269676,1,no,2,0,0
15896,37,ZMYND19,mRNA,NW_005054358.1:1432060-1442658,+,-,322,250,8.159871337,0.365,0.365,0.21232091,1,no,2,0,0
1614,-23,CDK17,mRNA,NW_005054331.1:4335515-4425778,-,-,4778,5610,12.3426303,-0.231,0.231,0.228409005,1,no,2,0,0
2899,-7,DTNB,mRNA,NW_005054639.1:20672-65119,-,-,15,15,3.906890596,-0.071,0.071,0.863538359,1,no,2,0,0
3545,-8,FBXO21,mRNA,NW_005054483.1:224752-243885,+,-,5387,5712,12.43814208,-0.084,0.084,0.615730121,1,no,2,0,0
4041,-21,GLO1,mRNA,NW_005054299.1:12056678-12065609,+,-,214,248,7.851749041,-0.211,0.211,0.39908651,1,no,2,0,0
4132,7,GPAT4,mRNA,NW_005054535.1:491093-498931,-,-,1506,1435,10.52209107,0.069,0.069,0.738253029,1,no,2,0,0
5128,-17,KDM4B,mRNA,NW_005054549.1:231011-289788,+,-,4094,4618,12.08878824,-0.174,0.174,0.258305755,1,no,2,0,0
11672,-51,POLR3C,mRNA,NW_005054641.1:18391-31789,+,-,201,285,7.924812504,-0.508,0.508,0.092011248,1,no,2,0,0
12333,-2,RCAN1,mRNA,NW_005054454.1:785904-796181,+,-,12273,12458,13.59403296,-0.022,0.022,0.923041284,1,no,2,0,0
15160,5,TTL,mRNA,NW_005054341.1:5721967-5733849,+,-,1818,1756,10.80332392,0.05,0.05,0.819503982,1,no,2,0,0
15502,44,VPS26C,mRNA,NW_005054553.1:336249-372921,+,-,17324,12810,13.87910457,0.436,0.436,0.11944764,1,no,2,0,0
4447,-31,HERC2,mRNA,NW_005054342.1:4711824-4811809,+,-,19863,24697,14.44346161,-0.314,0.314,0.207675177,1,no,2,0,0
5876,-46,LOC102034073,mRNA,NW_005054425.1:183054-197774,+,-,78,108,6.539158811,-0.46,0.46,0.15048817,1,no,2,0,0
8566,8,LOC115948520,lnc_RNA,NW_005054420.1:2350588-2351427,+,-,83,79,6.339850003,0.08,0.08,0.781060627,1,no,2,0,0
10577,-11,NFU1,mRNA,NW_005054647.1:146736-151669,-,-,2187,2359,11.15038197,-0.109,0.109,0.487627241,1,no,2,0,0
10709,0,NPC2,mRNA,NW_005054301.1:6376778-6379401,-,-,9756,9731,13.25022439,0.004,0.004,0.988520785,1,no,2,0,0
10794,-5,NSRP1,mRNA,NW_005054368.1:3785187-3796627,-,-,879,911,9.805743872,-0.053,0.053,0.79188665,1,no,2,0,0
11941,-18,PSMB1,mRNA,NW_005054348.1:4721631-4730484,+,-,471,533,8.971543554,-0.177,0.177,0.329504053,1,no,2,0,0
12709,28,RPS6KC1,mRNA,NW_005054299.1:3807151-3887301,-,-,36,29,5.022367813,0.281,0.281,0.344908113,1,no,2,0,0
12836,16,SAR1A,mRNA,NW_005054594.1:135383-140112,+,-,7002,6259,12.69490195,0.162,0.162,0.39832331,1,no,2,0,0
12930,-1,SDHB,mRNA,NW_005054475.1:890032-906981,-,-,5376,5417,12.39780831,-0.011,0.011,0.956301532,1,no,2,0,0
13182,2,SIKE1,mRNA,NW_005054472.1:947313-952502,-,-,1281,1261,10.31174832,0.022,0.022,0.916336572,1,no,2,0,0
15215,-4,TXNL4A,mRNA,NW_005054325.1:647951-656318,+,-,362,373,8.52160044,-0.039,0.039,0.827135764,1,no,2,0,0
1502,-12,CCPG1,mRNA,NW_005054313.1:6055310-6075981,-,-,10864,11813,13.46894217,-0.121,0.121,0.542599391,1,no,2,0,0
6052,33,LOC102035215,mRNA,NW_005054308.1:1563978-1574461,+,-,516,410,8.854868383,0.33,0.33,0.19178965,1,no,2,0,0
6503,-13,LOC102038138,mRNA,NW_005054770.1:60192-77569,-,-,9685,10602,13.30826792,-0.13,0.13,0.51410043,1,no,2,0,0
6928,17,LOC102040692,mRNA,NW_005054815.1:45815-50859,+,-,508,451,8.905387005,0.171,0.171,0.469996398,1,no,2,0,0
9370,24,LOC115949516,lnc_RNA,NW_005054304.1:3587146-3594695,-,-,42,36,5.285402219,0.243,0.243,0.516413069,1,no,2,0,0
749,32,ASAH1,mRNA,NW_005054297.1:16463050-16473627,-,-,1192,956,10.06877828,0.319,0.319,0.147622433,1,no,2,0,0
893,16,ATP7A,mRNA,NW_005054617.1:100715-127646,-,-,10431,9362,13.27270268,0.156,0.156,0.466090412,1,no,2,0,0
1558,-25,CDC16,mRNA,NW_005054315.1:4255703-4279295,+,-,42,50,5.523561956,-0.245,0.245,0.396957791,1,no,2,0,0
2722,25,DLGAP4,mRNA,NW_005054481.1:290980-425599,+,-,191,160,7.45532722,0.251,0.251,0.344136715,1,no,2,0,0
3586,-31,FECH,mRNA,NW_005054590.1:250258-258864,-,-,43598,54053,15.5753472,-0.31,0.31,0.028247363,1,no,2,0,0
8709,-3,LOC115948694,lnc_RNA,NW_005054478.1:218058-226899,-,-,118,121,6.900866808,-0.027,0.027,0.912127108,1,no,2,0,0
9512,-20,LRRC8A,mRNA,NW_005054329.1:5461991-5477936,-,-,1362,1560,10.51274046,-0.195,0.195,0.313912141,1,no,2,0,0
